refYear,reporter,partner,partner_group,flow_india,cmdCode,cmdDesc,trade_value_usd,dataset_type,source_side
2021,India,United States,United States,Export,89,"Ships, boats and floating structures",2766470.737,hs2,India_reporter
2021,India,United States,United States,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1650527789.957,hs2,India_reporter
2021,India,United States,United States,Export,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",739453218.646,hs2,India_reporter
2021,India,United States,United States,Import,91,Clocks and watches and parts thereof,757428.718,hs2,India_reporter
2021,India,United States,United States,Export,91,Clocks and watches and parts thereof,9716267.227,hs2,India_reporter
2021,India,United States,United States,Import,92,Musical instruments; parts and accessories of such articles,2289757.948,hs2,India_reporter
2021,India,United States,United States,Export,92,Musical instruments; parts and accessories of such articles,5973966.124,hs2,India_reporter
2021,India,United States,United States,Import,93,Arms and ammunition; parts and accessories thereof,1085251.474,hs2,India_reporter
2021,India,United States,United States,Export,93,Arms and ammunition; parts and accessories thereof,80419867.706,hs2,India_reporter
2021,India,United States,United States,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",42819636.868,hs2,India_reporter
2021,India,United States,United States,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",1315186393.568,hs2,India_reporter
2021,India,United States,United States,Import,95,"Toys, games and sports requisites; parts and accessories thereof",14989209.413,hs2,India_reporter
2021,India,United States,United States,Export,95,"Toys, games and sports requisites; parts and accessories thereof",185032911.502,hs2,India_reporter
2021,India,United States,United States,Import,96,Miscellaneous manufactured articles,17624883.916,hs2,India_reporter
2021,India,United States,United States,Export,96,Miscellaneous manufactured articles,162435034.473,hs2,India_reporter
2021,India,United States,United States,Import,97,Works of art; collectors' pieces and antiques,28301756.28,hs2,India_reporter
2021,India,United States,United States,Export,97,Works of art; collectors' pieces and antiques,16356828.403,hs2,India_reporter
2021,India,United States,United States,Import,99,Commodities not specified according to kind,121322820.597,hs2,India_reporter
2021,India,United States,United States,Export,99,Commodities not specified according to kind,1534537.477,hs2,India_reporter
2022,India,United States,United States,Import,1,Animals; live,4071748.152,hs2,India_reporter
2022,India,United States,United States,Export,1,Animals; live,139.956,hs2,India_reporter
2022,India,United States,United States,Import,2,Meat and edible meat offal,133297.803,hs2,India_reporter
2022,India,United States,United States,Export,2,Meat and edible meat offal,529834.817,hs2,India_reporter
2022,India,United States,United States,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",35252582.279,hs2,India_reporter
2022,India,United States,United States,Export,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",2002578816.743,hs2,India_reporter
2022,India,United States,United States,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1082518.556,hs2,India_reporter
2022,India,United States,United States,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",224688500.81,hs2,India_reporter
2022,India,United States,United States,Import,5,Animal originated products; not elsewhere specified or included,14477993.294,hs2,India_reporter
2022,India,United States,United States,Export,5,Animal originated products; not elsewhere specified or included,2219954.094,hs2,India_reporter
2022,India,United States,United States,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",834982.619,hs2,India_reporter
2022,India,United States,United States,Export,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",26557926.27,hs2,India_reporter
2022,India,United States,United States,Import,7,Vegetables and certain roots and tubers; edible,180128.898,hs2,India_reporter
2022,India,United States,United States,Export,7,Vegetables and certain roots and tubers; edible,110971400.591,hs2,India_reporter
2022,India,United States,United States,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",1018755351.113,hs2,India_reporter
2022,India,United States,United States,Export,8,"Fruit and nuts, edible; peel of citrus fruit or melons",49973301.466,hs2,India_reporter
2022,India,United States,United States,Import,9,"Coffee, tea, mate and spices",895244.85,hs2,India_reporter
2022,India,United States,United States,Export,9,"Coffee, tea, mate and spices",331014173.505,hs2,India_reporter
2022,India,United States,United States,Import,10,Cereals,1271674.139,hs2,India_reporter
2022,India,United States,United States,Export,10,Cereals,274145279.975,hs2,India_reporter
2022,India,United States,United States,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",2826898.025,hs2,India_reporter
2022,India,United States,United States,Export,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",65043512.973,hs2,India_reporter
2022,India,United States,United States,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",20164543.584,hs2,India_reporter
2022,India,United States,United States,Export,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",242781562.471,hs2,India_reporter
2022,India,United States,United States,Import,13,"Lac; gums, resins and other vegetable saps and extracts",14159107.101,hs2,India_reporter
2022,India,United States,United States,Export,13,"Lac; gums, resins and other vegetable saps and extracts",422151851.351,hs2,India_reporter
2022,India,United States,United States,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,17608.538,hs2,India_reporter
2022,India,United States,United States,Export,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2777137.86,hs2,India_reporter
2022,India,United States,United States,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",259650973.35,hs2,India_reporter
2022,India,United States,United States,Export,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",176953515.145,hs2,India_reporter
2022,India,United States,United States,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",2991248.212,hs2,India_reporter
2022,India,United States,United States,Export,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",714203707.693,hs2,India_reporter
2022,India,United States,United States,Import,17,Sugars and sugar confectionery,13295973.176,hs2,India_reporter
2022,India,United States,United States,Export,17,Sugars and sugar confectionery,33060625.183,hs2,India_reporter
2022,India,United States,United States,Import,18,Cocoa and cocoa preparations,1938310.298,hs2,India_reporter
2022,India,United States,United States,Export,18,Cocoa and cocoa preparations,27874906.567,hs2,India_reporter
2022,India,United States,United States,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1139473.912,hs2,India_reporter
2022,India,United States,United States,Export,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",127675343.744,hs2,India_reporter
2022,India,United States,United States,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",22930217.229,hs2,India_reporter
2022,India,United States,United States,Export,20,"Preparations of vegetables, fruit, nuts or other parts of plants",156255535.77,hs2,India_reporter
2022,India,United States,United States,Import,21,Miscellaneous edible preparations,39668943.887,hs2,India_reporter
2022,India,United States,United States,Export,21,Miscellaneous edible preparations,240273680.823,hs2,India_reporter
2022,India,United States,United States,Import,22,"Beverages, spirits and vinegar",253475124.066,hs2,India_reporter
2022,India,United States,United States,Export,22,"Beverages, spirits and vinegar",23514801.373,hs2,India_reporter
2022,India,United States,United States,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",37005661.928,hs2,India_reporter
2022,India,United States,United States,Export,23,"Food industries, residues and wastes thereof; prepared animal fodder",139719700.007,hs2,India_reporter
2022,India,United States,United States,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",474907.288,hs2,India_reporter
2022,India,United States,United States,Export,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",39614688.568,hs2,India_reporter
2022,India,United States,United States,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",62953621.541,hs2,India_reporter
2022,India,United States,United States,Export,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",153974200.775,hs2,India_reporter
2022,India,United States,United States,Import,26,"Ores, slag and ash",80108629.905,hs2,India_reporter
2022,India,United States,United States,Export,26,"Ores, slag and ash",286640.388,hs2,India_reporter
2022,India,United States,United States,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",20684618902.681,hs2,India_reporter
2022,India,United States,United States,Export,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",6342388030.231,hs2,India_reporter
2022,India,United States,United States,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",333606368.53,hs2,India_reporter
2022,India,United States,United States,Export,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",301253988.78,hs2,India_reporter
2022,India,United States,United States,Import,29,Organic chemicals,2205881932.658,hs2,India_reporter
2022,India,United States,United States,Export,29,Organic chemicals,3109105997.608,hs2,India_reporter
2022,India,United States,United States,Import,30,Pharmaceutical products,432845755.241,hs2,India_reporter
2022,India,United States,United States,Export,30,Pharmaceutical products,6705766331.557,hs2,India_reporter
2022,India,United States,United States,Import,31,Fertilizers,277585413.451,hs2,India_reporter
2022,India,United States,United States,Export,31,Fertilizers,7625613.056,hs2,India_reporter
2022,India,United States,United States,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",182585099.913,hs2,India_reporter
2022,India,United States,United States,Export,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",342171009.36,hs2,India_reporter
2022,India,United States,United States,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",109981432.171,hs2,India_reporter
2022,India,United States,United States,Export,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",440845535.752,hs2,India_reporter
2022,India,United States,United States,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",172467968.137,hs2,India_reporter
2022,India,United States,United States,Export,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",138728957.566,hs2,India_reporter
2022,India,United States,United States,Import,35,Albuminoidal substances; modified starches; glues; enzymes,95227446.886,hs2,India_reporter
2022,India,United States,United States,Export,35,Albuminoidal substances; modified starches; glues; enzymes,85844478.974,hs2,India_reporter
2022,India,United States,United States,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,6971872.166,hs2,India_reporter
2022,India,United States,United States,Export,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2850324.763,hs2,India_reporter
2022,India,United States,United States,Import,37,Photographic or cinematographic goods,22528630.897,hs2,India_reporter
2022,India,United States,United States,Export,37,Photographic or cinematographic goods,232191.433,hs2,India_reporter
2022,India,United States,United States,Import,38,Chemical products n.e.c.,1136227672.18,hs2,India_reporter
2022,India,United States,United States,Export,38,Chemical products n.e.c.,1878664146.466,hs2,India_reporter
2022,India,United States,United States,Import,39,Plastics and articles thereof,1489494241.524,hs2,India_reporter
2022,India,United States,United States,Export,39,Plastics and articles thereof,1492861027.058,hs2,India_reporter
2022,India,United States,United States,Import,40,Rubber and articles thereof,240386008.198,hs2,India_reporter
2022,India,United States,United States,Export,40,Rubber and articles thereof,1072966128.941,hs2,India_reporter
2022,India,United States,United States,Import,41,Raw hides and skins (other than furskins) and leather,8490750.227,hs2,India_reporter
2022,India,United States,United States,Export,41,Raw hides and skins (other than furskins) and leather,7833554.897,hs2,India_reporter
2022,India,United States,United States,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",6463763.122,hs2,India_reporter
2022,India,United States,United States,Export,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",809343309.785,hs2,India_reporter
2022,India,United States,United States,Import,43,Furskins and artificial fur; manufactures thereof,18218.124,hs2,India_reporter
2022,India,United States,United States,Export,43,Furskins and artificial fur; manufactures thereof,14864025.596,hs2,India_reporter
2022,India,United States,United States,Import,44,Wood and articles of wood; wood charcoal,96116735.272,hs2,India_reporter
2022,India,United States,United States,Export,44,Wood and articles of wood; wood charcoal,246242113.394,hs2,India_reporter
2022,India,United States,United States,Import,45,Cork and articles of cork,165403.396,hs2,India_reporter
2022,India,United States,United States,Export,45,Cork and articles of cork,1187647.634,hs2,India_reporter
2022,India,United States,United States,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",35604.145,hs2,India_reporter
2022,India,United States,United States,Export,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",23939128.835,hs2,India_reporter
2022,India,United States,United States,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,1067257798.448,hs2,India_reporter
2022,India,United States,United States,Export,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,35313.01,hs2,India_reporter
2022,India,United States,United States,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",240567010.83,hs2,India_reporter
2022,India,United States,United States,Export,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",380113339.907,hs2,India_reporter
2022,India,United States,United States,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",44192732.351,hs2,India_reporter
2022,India,United States,United States,Export,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",108541399.382,hs2,India_reporter
2022,India,United States,United States,Import,50,Silk,38618.638,hs2,India_reporter
2022,India,United States,United States,Export,50,Silk,16147722.426,hs2,India_reporter
2022,India,United States,United States,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1120583.756,hs2,India_reporter
2022,India,United States,United States,Export,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",5821104.149,hs2,India_reporter
2022,India,United States,United States,Import,52,Cotton,534852405.921,hs2,India_reporter
2022,India,United States,United States,Export,52,Cotton,134559668.893,hs2,India_reporter
2022,India,United States,United States,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,60625.01,hs2,India_reporter
2022,India,United States,United States,Export,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,99391570.09,hs2,India_reporter
2022,India,United States,United States,Import,54,Man-made filaments; strip and the like of man-made textile materials,27057709.925,hs2,India_reporter
2022,India,United States,United States,Export,54,Man-made filaments; strip and the like of man-made textile materials,177689119.974,hs2,India_reporter
2022,India,United States,United States,Import,55,Man-made staple fibres,29839338.028,hs2,India_reporter
2022,India,United States,United States,Export,55,Man-made staple fibres,183890085.79,hs2,India_reporter
2022,India,United States,United States,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",17432109.814,hs2,India_reporter
2022,India,United States,United States,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",154043842.674,hs2,India_reporter
2022,India,United States,United States,Import,57,Carpets and other textile floor coverings,5352993.623,hs2,India_reporter
2022,India,United States,United States,Export,57,Carpets and other textile floor coverings,1129860979.198,hs2,India_reporter
2022,India,United States,United States,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",4145747.272,hs2,India_reporter
2022,India,United States,United States,Export,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",45389828.307,hs2,India_reporter
2022,India,United States,United States,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",22297322.702,hs2,India_reporter
2022,India,United States,United States,Export,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",160481723.537,hs2,India_reporter
2022,India,United States,United States,Import,60,Fabrics; knitted or crocheted,626199.806,hs2,India_reporter
2022,India,United States,United States,Export,60,Fabrics; knitted or crocheted,137086739.274,hs2,India_reporter
2022,India,United States,United States,Import,61,Apparel and clothing accessories; knitted or crocheted,5582643.132,hs2,India_reporter
2022,India,United States,United States,Export,61,Apparel and clothing accessories; knitted or crocheted,2726013354.098,hs2,India_reporter
2022,India,United States,United States,Import,62,Apparel and clothing accessories; not knitted or crocheted,6992310.124,hs2,India_reporter
2022,India,United States,United States,Export,62,Apparel and clothing accessories; not knitted or crocheted,3035591661.221,hs2,India_reporter
2022,India,United States,United States,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",77591946.088,hs2,India_reporter
2022,India,United States,United States,Export,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",2829830534.617,hs2,India_reporter
2022,India,United States,United States,Import,64,Footwear; gaiters and the like; parts of such articles,5857440.647,hs2,India_reporter
2022,India,United States,United States,Export,64,Footwear; gaiters and the like; parts of such articles,701363459.61,hs2,India_reporter
2022,India,United States,United States,Import,65,Headgear and parts thereof,1083500.82,hs2,India_reporter
2022,India,United States,United States,Export,65,Headgear and parts thereof,16561342.519,hs2,India_reporter
2022,India,United States,United States,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",77533.665,hs2,India_reporter
2022,India,United States,United States,Export,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",487469.854,hs2,India_reporter
2022,India,United States,United States,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",171107.404,hs2,India_reporter
2022,India,United States,United States,Export,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",22192529.379,hs2,India_reporter
2022,India,United States,United States,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",49935868.69,hs2,India_reporter
2022,India,United States,United States,Export,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",893520487.029,hs2,India_reporter
2022,India,United States,United States,Import,69,Ceramic products,40107186.339,hs2,India_reporter
2022,India,United States,United States,Export,69,Ceramic products,222160978.93,hs2,India_reporter
2022,India,United States,United States,Import,70,Glass and glassware,56333149.91,hs2,India_reporter
2022,India,United States,United States,Export,70,Glass and glassware,329675044.093,hs2,India_reporter
2022,India,United States,United States,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",8027024180.099,hs2,India_reporter
2022,India,United States,United States,Export,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",13664317823.195,hs2,India_reporter
2022,India,United States,United States,Import,72,Iron and steel,938928746.907,hs2,India_reporter
2022,India,United States,United States,Export,72,Iron and steel,1013848099.564,hs2,India_reporter
2022,India,United States,United States,Import,73,Iron or steel articles,268179475.962,hs2,India_reporter
2022,India,United States,United States,Export,73,Iron or steel articles,3238754439.264,hs2,India_reporter
2022,India,United States,United States,Import,74,Copper and articles thereof,355679205.118,hs2,India_reporter
2022,India,United States,United States,Export,74,Copper and articles thereof,334177755.583,hs2,India_reporter
2022,India,United States,United States,Import,75,Nickel and articles thereof,73652390.439,hs2,India_reporter
2022,India,United States,United States,Export,75,Nickel and articles thereof,12798871.936,hs2,India_reporter
2022,India,United States,United States,Import,76,Aluminium and articles thereof,1154437413.753,hs2,India_reporter
2022,India,United States,United States,Export,76,Aluminium and articles thereof,1223813438.416,hs2,India_reporter
2022,India,United States,United States,Import,78,Lead and articles thereof,54920167.353,hs2,India_reporter
2022,India,United States,United States,Export,78,Lead and articles thereof,535548.406,hs2,India_reporter
2022,India,United States,United States,Import,79,Zinc and articles thereof,49770838.227,hs2,India_reporter
2022,India,United States,United States,Export,79,Zinc and articles thereof,16928620.066,hs2,India_reporter
2022,India,United States,United States,Import,80,Tin; articles thereof,81960.941,hs2,India_reporter
2022,India,United States,United States,Export,80,Tin; articles thereof,225138.056,hs2,India_reporter
2022,India,United States,United States,Import,81,"Metals; n.e.c., cermets and articles thereof",37287335.903,hs2,India_reporter
2022,India,United States,United States,Export,81,"Metals; n.e.c., cermets and articles thereof",42384342.659,hs2,India_reporter
2022,India,United States,United States,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",57757854.38,hs2,India_reporter
2022,India,United States,United States,Export,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",292225074.3,hs2,India_reporter
2022,India,United States,United States,Import,83,Metal; miscellaneous products of base metal,65044912.561,hs2,India_reporter
2022,India,United States,United States,Export,83,Metal; miscellaneous products of base metal,221150319.359,hs2,India_reporter
2022,India,United States,United States,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",3847994063.301,hs2,India_reporter
2022,India,United States,United States,Export,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",6323582611.654,hs2,India_reporter
2022,India,United States,United States,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2271993787.313,hs2,India_reporter
2022,India,United States,United States,Export,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5396643030.756,hs2,India_reporter
2022,India,United States,United States,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",78621818.071,hs2,India_reporter
2022,India,United States,United States,Export,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",42449036.225,hs2,India_reporter
2022,India,United States,United States,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",467910925.321,hs2,India_reporter
2022,India,United States,United States,Export,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3040335380.653,hs2,India_reporter
2022,India,United States,United States,Import,88,"Aircraft, spacecraft, and parts thereof",375334569.539,hs2,India_reporter
2022,India,United States,United States,Export,88,"Aircraft, spacecraft, and parts thereof",438779142.754,hs2,India_reporter
2022,India,United States,United States,Import,89,"Ships, boats and floating structures",67982591.774,hs2,India_reporter
2022,India,United States,United States,Export,89,"Ships, boats and floating structures",2697512.408,hs2,India_reporter
2022,India,United States,United States,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1684104253.673,hs2,India_reporter
2022,India,United States,United States,Export,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1056728283.984,hs2,India_reporter
2022,India,United States,United States,Import,91,Clocks and watches and parts thereof,2121122.476,hs2,India_reporter
2022,India,United States,United States,Export,91,Clocks and watches and parts thereof,5459925.517,hs2,India_reporter
2022,India,United States,United States,Import,92,Musical instruments; parts and accessories of such articles,2958154.094,hs2,India_reporter
2022,India,United States,United States,Export,92,Musical instruments; parts and accessories of such articles,9230970.764,hs2,India_reporter
2022,India,United States,United States,Import,93,Arms and ammunition; parts and accessories thereof,460111.095,hs2,India_reporter
2022,India,United States,United States,Export,93,Arms and ammunition; parts and accessories thereof,61546416.673,hs2,India_reporter
2022,India,United States,United States,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",75329523.515,hs2,India_reporter
2022,India,United States,United States,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",1256003824.245,hs2,India_reporter
2022,India,United States,United States,Import,95,"Toys, games and sports requisites; parts and accessories thereof",21540578.963,hs2,India_reporter
2022,India,United States,United States,Export,95,"Toys, games and sports requisites; parts and accessories thereof",208188878.752,hs2,India_reporter
2022,India,United States,United States,Import,96,Miscellaneous manufactured articles,25647106.981,hs2,India_reporter
2022,India,United States,United States,Export,96,Miscellaneous manufactured articles,178809264.814,hs2,India_reporter
2022,India,United States,United States,Import,97,Works of art; collectors' pieces and antiques,28079544.841,hs2,India_reporter
2022,India,United States,United States,Export,97,Works of art; collectors' pieces and antiques,23255880.538,hs2,India_reporter
2022,India,United States,United States,Import,99,Commodities not specified according to kind,109598313.417,hs2,India_reporter
2022,India,United States,United States,Export,99,Commodities not specified according to kind,1320070.621,hs2,India_reporter
2023,India,United States,United States,Export,30,Pharmaceutical products,7551012559.83,hs2,India_reporter
2023,India,United States,United States,Export,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",408770581.579,hs2,India_reporter
2023,India,United States,United States,Export,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2073905.792,hs2,India_reporter
2023,India,United States,United States,Export,50,Silk,13206538.034,hs2,India_reporter
2023,India,United States,United States,Export,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,71282563.543,hs2,India_reporter
2023,India,United States,United States,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",150315939.196,hs2,India_reporter
2023,India,United States,United States,Export,70,Glass and glassware,299460109.948,hs2,India_reporter
2023,India,United States,United States,Export,73,Iron or steel articles,2756955406.94,hs2,India_reporter
2023,India,United States,United States,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",1070180748.171,hs2,India_reporter
2023,India,United States,United States,Export,97,Works of art; collectors' pieces and antiques,49828936.772,hs2,India_reporter
2023,India,United States,United States,Export,10,Cereals,337611855.17,hs2,India_reporter
2023,India,United States,United States,Export,13,"Lac; gums, resins and other vegetable saps and extracts",349533770.675,hs2,India_reporter
2023,India,United States,United States,Export,76,Aluminium and articles thereof,947592110.577,hs2,India_reporter
2023,India,United States,United States,Import,54,Man-made filaments; strip and the like of man-made textile materials,29098339.604,hs2,India_reporter
2023,India,United States,United States,Import,1,Animals; live,5096758.459,hs2,India_reporter
2023,India,United States,United States,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",13407011387.444,hs2,India_reporter
2023,India,United States,United States,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1759764748.09,hs2,India_reporter
2023,India,United States,United States,Import,91,Clocks and watches and parts thereof,1332232.058,hs2,India_reporter
2023,India,United States,United States,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",2113921.128,hs2,India_reporter
2023,India,United States,United States,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,20391.967,hs2,India_reporter
2023,India,United States,United States,Import,17,Sugars and sugar confectionery,20366121.949,hs2,India_reporter
2023,India,United States,United States,Import,31,Fertilizers,101900005.411,hs2,India_reporter
2023,India,United States,United States,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",165627377.463,hs2,India_reporter
2023,India,United States,United States,Import,37,Photographic or cinematographic goods,18627795.687,hs2,India_reporter
2023,India,United States,United States,Import,57,Carpets and other textile floor coverings,4797802.248,hs2,India_reporter
2023,India,United States,United States,Import,74,Copper and articles thereof,262301371.002,hs2,India_reporter
2023,India,United States,United States,Import,78,Lead and articles thereof,71605300.652,hs2,India_reporter
2023,India,United States,United States,Import,81,"Metals; n.e.c., cermets and articles thereof",54835136.432,hs2,India_reporter
2023,India,United States,United States,Import,95,"Toys, games and sports requisites; parts and accessories thereof",26519870.312,hs2,India_reporter
2023,India,United States,United States,Import,13,"Lac; gums, resins and other vegetable saps and extracts",9575586.313,hs2,India_reporter
