refYear,reporter,partner,partner_group,flow_india,cmdCode,cmdDesc,trade_value_usd,dataset_type,source_side
2024,India,China,China,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",600427904.013,hs2,India_reporter
2024,India,China,China,Import,37,Photographic or cinematographic goods,60580709.213,hs2,India_reporter
2024,India,China,China,Import,54,Man-made filaments; strip and the like of man-made textile materials,934809319.405,hs2,India_reporter
2024,India,China,China,Import,18,Cocoa and cocoa preparations,1518747.111,hs2,India_reporter
2024,India,China,China,Import,41,Raw hides and skins (other than furskins) and leather,35740130.098,hs2,India_reporter
2024,India,China,China,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",16717791.396,hs2,India_reporter
2024,India,China,China,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,65211834.604,hs2,India_reporter
2024,India,China,China,Import,31,Fertilizers,854118205.802,hs2,India_reporter
2024,India,China,China,Import,78,Lead and articles thereof,782852.99,hs2,India_reporter
2024,India,China,China,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",16635395.391,hs2,India_reporter
2024,India,China,China,Import,35,Albuminoidal substances; modified starches; glues; enzymes,313701170.459,hs2,India_reporter
2024,India,China,China,Import,38,Chemical products n.e.c.,1586668874.73,hs2,India_reporter
2024,India,China,China,Import,55,Man-made staple fibres,249153912.306,hs2,India_reporter
2024,India,China,China,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",129437636.503,hs2,India_reporter
2024,India,China,China,Import,61,Apparel and clothing accessories; knitted or crocheted,202995621.984,hs2,India_reporter
2024,India,China,China,Import,79,Zinc and articles thereof,6719132.951,hs2,India_reporter
2024,India,China,China,Import,17,Sugars and sugar confectionery,9437544.808,hs2,India_reporter
2024,India,China,China,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",163709961.617,hs2,India_reporter
2024,India,China,China,Import,57,Carpets and other textile floor coverings,58383178.071,hs2,India_reporter
2024,India,China,China,Import,74,Copper and articles thereof,555548946.541,hs2,India_reporter
2024,India,China,China,Import,81,"Metals; n.e.c., cermets and articles thereof",353960976.972,hs2,India_reporter
2024,India,China,China,Import,95,"Toys, games and sports requisites; parts and accessories thereof",353220394.976,hs2,India_reporter
2020,India,United States,United States,Import,1,Animals; live,3711555.125,hs2,India_reporter
2020,India,United States,United States,Import,2,Meat and edible meat offal,103409.169,hs2,India_reporter
2020,India,United States,United States,Export,2,Meat and edible meat offal,61465.232,hs2,India_reporter
2020,India,United States,United States,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",30540860.762,hs2,India_reporter
2020,India,United States,United States,Export,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1861798835.983,hs2,India_reporter
2020,India,United States,United States,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",19842.016,hs2,India_reporter
2020,India,United States,United States,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",78841786.593,hs2,India_reporter
2020,India,United States,United States,Import,5,Animal originated products; not elsewhere specified or included,10294290.54,hs2,India_reporter
2020,India,United States,United States,Export,5,Animal originated products; not elsewhere specified or included,1065293.848,hs2,India_reporter
2020,India,United States,United States,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1136371.682,hs2,India_reporter
2020,India,United States,United States,Export,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",19572112.392,hs2,India_reporter
2020,India,United States,United States,Import,7,Vegetables and certain roots and tubers; edible,13334095.438,hs2,India_reporter
2020,India,United States,United States,Export,7,Vegetables and certain roots and tubers; edible,95873958.322,hs2,India_reporter
2020,India,United States,United States,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",895914247.771,hs2,India_reporter
2020,India,United States,United States,Export,8,"Fruit and nuts, edible; peel of citrus fruit or melons",39775329.784,hs2,India_reporter
2020,India,United States,United States,Import,9,"Coffee, tea, mate and spices",1963742.661,hs2,India_reporter
2020,India,United States,United States,Export,9,"Coffee, tea, mate and spices",341045399.823,hs2,India_reporter
2020,India,United States,United States,Import,10,Cereals,1257447.704,hs2,India_reporter
2020,India,United States,United States,Export,10,Cereals,263452474.971,hs2,India_reporter
2020,India,United States,United States,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1868596.993,hs2,India_reporter
2020,India,United States,United States,Export,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",72064298.61,hs2,India_reporter
2020,India,United States,United States,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",20089619.237,hs2,India_reporter
2020,India,United States,United States,Export,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",222570748.675,hs2,India_reporter
2020,India,United States,United States,Import,13,"Lac; gums, resins and other vegetable saps and extracts",11841576.113,hs2,India_reporter
2020,India,United States,United States,Export,13,"Lac; gums, resins and other vegetable saps and extracts",295746786.921,hs2,India_reporter
2020,India,United States,United States,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2474.515,hs2,India_reporter
2020,India,United States,United States,Export,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2083487.354,hs2,India_reporter
2020,India,United States,United States,Import,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,7296864.924,hs2,India_reporter
2020,India,United States,United States,Export,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,126043899.328,hs2,India_reporter
2020,India,United States,United States,Import,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",557027.629,hs2,India_reporter
2020,India,United States,United States,Export,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",490047635.667,hs2,India_reporter
2020,India,United States,United States,Import,17,Sugars and sugar confectionery,23316073.189,hs2,India_reporter
2020,India,United States,United States,Export,17,Sugars and sugar confectionery,30931733.409,hs2,India_reporter
2020,India,United States,United States,Import,18,Cocoa and cocoa preparations,1371319.493,hs2,India_reporter
2020,India,United States,United States,Export,18,Cocoa and cocoa preparations,26185665.124,hs2,India_reporter
2020,India,United States,United States,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1398648.714,hs2,India_reporter
2020,India,United States,United States,Export,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",121107620.905,hs2,India_reporter
2020,India,United States,United States,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",11264560.544,hs2,India_reporter
2020,India,United States,United States,Export,20,"Preparations of vegetables, fruit, nuts or other parts of plants",152409908.632,hs2,India_reporter
2020,India,United States,United States,Import,21,Miscellaneous edible preparations,35380997.826,hs2,India_reporter
2020,India,United States,United States,Export,21,Miscellaneous edible preparations,164841547.907,hs2,India_reporter
2020,India,United States,United States,Import,22,"Beverages, spirits and vinegar",307966690.161,hs2,India_reporter
2020,India,United States,United States,Export,22,"Beverages, spirits and vinegar",8319221.193,hs2,India_reporter
2020,India,United States,United States,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",21762633.057,hs2,India_reporter
2020,India,United States,United States,Export,23,"Food industries, residues and wastes thereof; prepared animal fodder",262506517.018,hs2,India_reporter
2020,India,United States,United States,Import,24,Tobacco and manufactured tobacco substitutes,399018.394,hs2,India_reporter
2020,India,United States,United States,Export,24,Tobacco and manufactured tobacco substitutes,31555268.429,hs2,India_reporter
2020,India,United States,United States,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",38497699.972,hs2,India_reporter
2020,India,United States,United States,Export,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",98106835.886,hs2,India_reporter
2020,India,United States,United States,Import,26,"Ores, slag and ash",39066440.67,hs2,India_reporter
2020,India,United States,United States,Export,26,"Ores, slag and ash",2223360.511,hs2,India_reporter
2020,India,United States,United States,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",6852552664.765,hs2,India_reporter
2020,India,United States,United States,Export,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1437400537.076,hs2,India_reporter
2020,India,United States,United States,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",458427089.492,hs2,India_reporter
2020,India,United States,United States,Export,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",133437926.619,hs2,India_reporter
2020,India,United States,United States,Import,29,Organic chemicals,1470386997.599,hs2,India_reporter
2020,India,United States,United States,Export,29,Organic chemicals,2066547104.353,hs2,India_reporter
2020,India,United States,United States,Import,30,Pharmaceutical products,300752897.6,hs2,India_reporter
2020,India,United States,United States,Export,30,Pharmaceutical products,6991639471.958,hs2,India_reporter
2020,India,United States,United States,Import,31,Fertilizers,52205173.953,hs2,India_reporter
2020,India,United States,United States,Export,31,Fertilizers,4920668.927,hs2,India_reporter
2020,India,United States,United States,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",106410066.545,hs2,India_reporter
2020,India,United States,United States,Export,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",229400159.149,hs2,India_reporter
2020,India,United States,United States,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",64245353.439,hs2,India_reporter
2020,India,United States,United States,Export,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",401241250.11,hs2,India_reporter
2020,India,United States,United States,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",107760452.247,hs2,India_reporter
2020,India,United States,United States,Export,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",77698710.749,hs2,India_reporter
2020,India,United States,United States,Import,35,Albuminoidal substances; modified starches; glues; enzymes,71648173.24,hs2,India_reporter
2020,India,United States,United States,Export,35,Albuminoidal substances; modified starches; glues; enzymes,32176303.151,hs2,India_reporter
2020,India,United States,United States,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2688663.575,hs2,India_reporter
2020,India,United States,United States,Export,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2606293.264,hs2,India_reporter
2020,India,United States,United States,Import,37,Photographic or cinematographic goods,22198685.315,hs2,India_reporter
2020,India,United States,United States,Export,37,Photographic or cinematographic goods,120275.527,hs2,India_reporter
2020,India,United States,United States,Import,38,Chemical products n.e.c.,827035446.321,hs2,India_reporter
2020,India,United States,United States,Export,38,Chemical products n.e.c.,822205838.333,hs2,India_reporter
2020,India,United States,United States,Import,39,Plastics and articles thereof,1060651740.722,hs2,India_reporter
2020,India,United States,United States,Export,39,Plastics and articles thereof,819631527.848,hs2,India_reporter
2020,India,United States,United States,Import,40,Rubber and articles thereof,161638569.735,hs2,India_reporter
2020,India,United States,United States,Export,40,Rubber and articles thereof,511985483.771,hs2,India_reporter
2020,India,United States,United States,Import,41,Raw hides and skins (other than furskins) and leather,8040322.906,hs2,India_reporter
2020,India,United States,United States,Export,41,Raw hides and skins (other than furskins) and leather,9047686.806,hs2,India_reporter
2020,India,United States,United States,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",6252428.031,hs2,India_reporter
2020,India,United States,United States,Export,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",445709986.641,hs2,India_reporter
2020,India,United States,United States,Import,43,Furskins and artificial fur; manufactures thereof,4650.206,hs2,India_reporter
2020,India,United States,United States,Export,43,Furskins and artificial fur; manufactures thereof,7626392.233,hs2,India_reporter
2020,India,United States,United States,Import,44,Wood and articles of wood; wood charcoal,36228890.193,hs2,India_reporter
2020,India,United States,United States,Export,44,Wood and articles of wood; wood charcoal,165039816.154,hs2,India_reporter
2020,India,United States,United States,Import,45,Cork and articles of cork,163024.201,hs2,India_reporter
2020,India,United States,United States,Export,45,Cork and articles of cork,673272.284,hs2,India_reporter
2020,India,United States,United States,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",58687.501,hs2,India_reporter
2020,India,United States,United States,Export,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",13221910.862,hs2,India_reporter
2020,India,United States,United States,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,468200149.653,hs2,India_reporter
2020,India,United States,United States,Export,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,128.126,hs2,India_reporter
2020,India,United States,United States,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",182182703.948,hs2,India_reporter
2020,India,United States,United States,Export,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",177338014.442,hs2,India_reporter
2020,India,United States,United States,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",38607879.805,hs2,India_reporter
2020,India,United States,United States,Export,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",61860262.365,hs2,India_reporter
2020,India,United States,United States,Import,50,Silk,77203.756,hs2,India_reporter
2020,India,United States,United States,Export,50,Silk,36361708.351,hs2,India_reporter
2020,India,United States,United States,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",283822.131,hs2,India_reporter
2020,India,United States,United States,Export,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",5727889.814,hs2,India_reporter
2020,India,United States,United States,Import,52,Cotton,156748595.656,hs2,India_reporter
2020,India,United States,United States,Export,52,Cotton,99879028.49,hs2,India_reporter
2020,India,United States,United States,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,88484.38,hs2,India_reporter
2020,India,United States,United States,Export,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,89498283.14,hs2,India_reporter
2020,India,United States,United States,Import,54,Man-made filaments; strip and the like of man-made textile materials,17746433.637,hs2,India_reporter
2020,India,United States,United States,Export,54,Man-made filaments; strip and the like of man-made textile materials,110236006.909,hs2,India_reporter
2020,India,United States,United States,Import,55,Man-made staple fibres,20861429.583,hs2,India_reporter
2020,India,United States,United States,Export,55,Man-made staple fibres,92939176.248,hs2,India_reporter
2020,India,United States,United States,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",16859082.146,hs2,India_reporter
2020,India,United States,United States,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",122634280.239,hs2,India_reporter
2020,India,United States,United States,Import,57,Carpets and other textile floor coverings,6419607.77,hs2,India_reporter
2020,India,United States,United States,Export,57,Carpets and other textile floor coverings,965178978.001,hs2,India_reporter
2020,India,United States,United States,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",693907.787,hs2,India_reporter
2020,India,United States,United States,Export,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",31986800.824,hs2,India_reporter
2020,India,United States,United States,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",15563125.587,hs2,India_reporter
2020,India,United States,United States,Export,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",135420022.906,hs2,India_reporter
2020,India,United States,United States,Import,60,Fabrics; knitted or crocheted,513917.973,hs2,India_reporter
2020,India,United States,United States,Export,60,Fabrics; knitted or crocheted,107722548.243,hs2,India_reporter
2020,India,United States,United States,Import,61,Apparel and clothing accessories; knitted or crocheted,2235353.722,hs2,India_reporter
2020,India,United States,United States,Export,61,Apparel and clothing accessories; knitted or crocheted,1608673567.798,hs2,India_reporter
2020,India,United States,United States,Import,62,Apparel and clothing accessories; not knitted or crocheted,5708158.334,hs2,India_reporter
2020,India,United States,United States,Export,62,Apparel and clothing accessories; not knitted or crocheted,1682840712.559,hs2,India_reporter
2020,India,United States,United States,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",62748650.228,hs2,India_reporter
2020,India,United States,United States,Export,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",2420999371.092,hs2,India_reporter
2020,India,United States,United States,Import,64,Footwear; gaiters and the like; parts of such articles,2793591.244,hs2,India_reporter
2020,India,United States,United States,Export,64,Footwear; gaiters and the like; parts of such articles,285271326.111,hs2,India_reporter
2020,India,United States,United States,Import,65,Headgear and parts thereof,746972.984,hs2,India_reporter
2020,India,United States,United States,Export,65,Headgear and parts thereof,10653292.337,hs2,India_reporter
2020,India,United States,United States,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",31853.273,hs2,India_reporter
2020,India,United States,United States,Export,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",199083.083,hs2,India_reporter
2020,India,United States,United States,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",226420.31,hs2,India_reporter
2020,India,United States,United States,Export,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",17140959.151,hs2,India_reporter
2020,India,United States,United States,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",35107851.462,hs2,India_reporter
2020,India,United States,United States,Export,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",623138670.187,hs2,India_reporter
2020,India,United States,United States,Import,69,Ceramic products,20876721.028,hs2,India_reporter
2020,India,United States,United States,Export,69,Ceramic products,178074612.899,hs2,India_reporter
2020,India,United States,United States,Import,70,Glass and glassware,51938456.921,hs2,India_reporter
2020,India,United States,United States,Export,70,Glass and glassware,193865404.452,hs2,India_reporter
2020,India,United States,United States,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",4471114505.853,hs2,India_reporter
2020,India,United States,United States,Export,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",7827002581.839,hs2,India_reporter
2020,India,United States,United States,Import,72,Iron and steel,395915902.038,hs2,India_reporter
2020,India,United States,United States,Export,72,Iron and steel,150555939.293,hs2,India_reporter
2020,India,United States,United States,Import,73,Iron or steel articles,195152381.425,hs2,India_reporter
2020,India,United States,United States,Export,73,Iron or steel articles,1384558359.788,hs2,India_reporter
2020,India,United States,United States,Import,74,Copper and articles thereof,167217577.883,hs2,India_reporter
2020,India,United States,United States,Export,74,Copper and articles thereof,151241895.715,hs2,India_reporter
2020,India,United States,United States,Import,75,Nickel and articles thereof,57670668.921,hs2,India_reporter
2020,India,United States,United States,Export,75,Nickel and articles thereof,5187501.339,hs2,India_reporter
2020,India,United States,United States,Import,76,Aluminium and articles thereof,476294961.338,hs2,India_reporter
2020,India,United States,United States,Export,76,Aluminium and articles thereof,484132648.599,hs2,India_reporter
2020,India,United States,United States,Import,78,Lead and articles thereof,57213922.685,hs2,India_reporter
2020,India,United States,United States,Export,78,Lead and articles thereof,4819339.48,hs2,India_reporter
2020,India,United States,United States,Import,79,Zinc and articles thereof,21213484.29,hs2,India_reporter
2020,India,United States,United States,Export,79,Zinc and articles thereof,5533293.834,hs2,India_reporter
2020,India,United States,United States,Import,80,Tin; articles thereof,26941.696,hs2,India_reporter
2020,India,United States,United States,Export,80,Tin; articles thereof,332306.458,hs2,India_reporter
2020,India,United States,United States,Import,81,"Metals; n.e.c., cermets and articles thereof",27533287.312,hs2,India_reporter
2020,India,United States,United States,Export,81,"Metals; n.e.c., cermets and articles thereof",13295650.033,hs2,India_reporter
2020,India,United States,United States,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",49521970.214,hs2,India_reporter
2020,India,United States,United States,Export,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",171930512.21,hs2,India_reporter
2020,India,United States,United States,Import,83,Metal; miscellaneous products of base metal,40590587.032,hs2,India_reporter
2020,India,United States,United States,Export,83,Metal; miscellaneous products of base metal,128286720.763,hs2,India_reporter
2020,India,United States,United States,Import,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2801651042.403,hs2,India_reporter
2020,India,United States,United States,Export,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",3948281654.183,hs2,India_reporter
2020,India,United States,United States,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1552534253.513,hs2,India_reporter
2020,India,United States,United States,Export,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2738306174.34,hs2,India_reporter
2020,India,United States,United States,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",20279803.457,hs2,India_reporter
2020,India,United States,United States,Export,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",13477761.946,hs2,India_reporter
2020,India,United States,United States,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",321808622.942,hs2,India_reporter
2020,India,United States,United States,Export,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2132415317.784,hs2,India_reporter
2020,India,United States,United States,Import,88,"Aircraft, spacecraft and parts thereof",75502818.287,hs2,India_reporter
2020,India,United States,United States,Export,88,"Aircraft, spacecraft and parts thereof",419987759.615,hs2,India_reporter
2020,India,United States,United States,Import,89,"Ships, boats and floating structures",281037928.846,hs2,India_reporter
2020,India,United States,United States,Export,89,"Ships, boats and floating structures",239326.357,hs2,India_reporter
2020,India,United States,United States,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1208296421.657,hs2,India_reporter
2020,India,United States,United States,Export,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",559362808.529,hs2,India_reporter
2020,India,United States,United States,Import,91,Clocks and watches and parts thereof,691884.89,hs2,India_reporter
2020,India,United States,United States,Export,91,Clocks and watches and parts thereof,5548896.454,hs2,India_reporter
2020,India,United States,United States,Import,92,Musical instruments; parts and accessories of such articles,2016682.612,hs2,India_reporter
2020,India,United States,United States,Export,92,Musical instruments; parts and accessories of such articles,4800997.621,hs2,India_reporter
2020,India,United States,United States,Import,93,Arms and ammunition; parts and accessories thereof,1718269.423,hs2,India_reporter
2020,India,United States,United States,Export,93,Arms and ammunition; parts and accessories thereof,61651075.71,hs2,India_reporter
2020,India,United States,United States,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",39896269.741,hs2,India_reporter
2020,India,United States,United States,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",795010437.849,hs2,India_reporter
2020,India,United States,United States,Import,95,"Toys, games and sports requisites; parts and accessories thereof",13620886.778,hs2,India_reporter
2020,India,United States,United States,Export,95,"Toys, games and sports requisites; parts and accessories thereof",127358217.168,hs2,India_reporter
2020,India,United States,United States,Import,96,Miscellaneous manufactured articles,20155269.37,hs2,India_reporter
2020,India,United States,United States,Export,96,Miscellaneous manufactured articles,125650672.798,hs2,India_reporter
2020,India,United States,United States,Import,97,Works of art; collectors' pieces and antiques,17513811.775,hs2,India_reporter
2020,India,United States,United States,Export,97,Works of art; collectors' pieces and antiques,22870723.223,hs2,India_reporter
2020,India,United States,United States,Import,99,Commodities not specified according to kind,102516007.429,hs2,India_reporter
2020,India,United States,United States,Export,99,Commodities not specified according to kind,555683.158,hs2,India_reporter
2021,India,United States,United States,Import,1,Animals; live,4311570.276,hs2,India_reporter
2021,India,United States,United States,Export,1,Animals; live,55.659,hs2,India_reporter
2021,India,United States,United States,Import,2,Meat and edible meat offal,109717.231,hs2,India_reporter
2021,India,United States,United States,Export,2,Meat and edible meat offal,3195.533,hs2,India_reporter
2021,India,United States,United States,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",34635501.19,hs2,India_reporter
2021,India,United States,United States,Export,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",2672485871.564,hs2,India_reporter
2021,India,United States,United States,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",333156.836,hs2,India_reporter
2021,India,United States,United States,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",121858222.888,hs2,India_reporter
2021,India,United States,United States,Import,5,Animal originated products; not elsewhere specified or included,16287130.129,hs2,India_reporter
2021,India,United States,United States,Export,5,Animal originated products; not elsewhere specified or included,1953675.571,hs2,India_reporter
2021,India,United States,United States,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",3512209.233,hs2,India_reporter
2021,India,United States,United States,Export,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",28630153.334,hs2,India_reporter
2021,India,United States,United States,Import,7,Vegetables and certain roots and tubers; edible,7909849.823,hs2,India_reporter
2021,India,United States,United States,Export,7,Vegetables and certain roots and tubers; edible,97203770.473,hs2,India_reporter
2021,India,United States,United States,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",864751597.206,hs2,India_reporter
2021,India,United States,United States,Export,8,"Fruit and nuts, edible; peel of citrus fruit or melons",55073370.84,hs2,India_reporter
2021,India,United States,United States,Import,9,"Coffee, tea, mate and spices",3301808.955,hs2,India_reporter
2021,India,United States,United States,Export,9,"Coffee, tea, mate and spices",400548637.356,hs2,India_reporter
2021,India,United States,United States,Import,10,Cereals,3212293.474,hs2,India_reporter
2021,India,United States,United States,Export,10,Cereals,215201278.355,hs2,India_reporter
2021,India,United States,United States,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1698884.208,hs2,India_reporter
2021,India,United States,United States,Export,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",71164648.257,hs2,India_reporter
2021,India,United States,United States,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",13445148.626,hs2,India_reporter
2021,India,United States,United States,Export,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",231664328.369,hs2,India_reporter
2021,India,United States,United States,Import,13,"Lac; gums, resins and other vegetable saps and extracts",13755954.654,hs2,India_reporter
2021,India,United States,United States,Export,13,"Lac; gums, resins and other vegetable saps and extracts",363111839.922,hs2,India_reporter
2021,India,United States,United States,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1939.067,hs2,India_reporter
2021,India,United States,United States,Export,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2436130.22,hs2,India_reporter
2021,India,United States,United States,Import,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,50126022.617,hs2,India_reporter
2021,India,United States,United States,Export,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,161287501.451,hs2,India_reporter
2021,India,United States,United States,Import,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",7859845.63,hs2,India_reporter
