refYear,partner_group,flow_india,cmdCode,cmdDesc,trade_value_usd
2022,European Union,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",258121068.783
2022,European Union,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",248726288.06
2022,European Union,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",242713856.36
2022,European Union,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",230210339.184
2022,European Union,Import,35,Albuminoidal substances; modified starches; glues; enzymes,227250557.514
2022,European Union,Import,69,Ceramic products,196950417.398
2022,European Union,Import,99,Commodities not specified according to kind,195883295.826
2022,European Union,Import,83,Metal; miscellaneous products of base metal,192185010.099
2022,European Union,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",183817959.557
2022,European Union,Import,22,"Beverages, spirits and vinegar",158744231.423
2022,European Union,Import,70,Glass and glassware,155989835.304
2022,European Union,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,138805454.838
2022,European Union,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",125161933.542
2022,European Union,Import,79,Zinc and articles thereof,124298662.177
2022,European Union,Import,93,Arms and ammunition; parts and accessories thereof,123766998.984
2022,European Union,Import,75,Nickel and articles thereof,122641040.426
2022,European Union,Import,31,Fertilizers,113665429.922
2022,European Union,Import,41,Raw hides and skins (other than furskins) and leather,107463878.06
2022,European Union,Import,55,Man-made staple fibres,100479061.255
2022,European Union,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",95090048.035
2022,European Union,Import,62,Apparel and clothing accessories; not knitted or crocheted,93039578.069
2022,European Union,Import,81,"Metals; n.e.c., cermets and articles thereof",84619397.011
2022,European Union,Import,17,Sugars and sugar confectionery,77967395.173
2022,European Union,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",66824193.581
2022,European Union,Import,89,"Ships, boats and floating structures",66351907.589
2022,European Union,Import,37,Photographic or cinematographic goods,62019003.157
2022,European Union,Import,61,Apparel and clothing accessories; knitted or crocheted,60821910.111
2022,European Union,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",56385890.105
2022,European Union,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",48363164.351
2022,European Union,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",46783799.909
2022,European Union,Import,96,Miscellaneous manufactured articles,44781398.454
2022,European Union,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",44749522.672
2022,European Union,Import,26,"Ores, slag and ash",44443187.666
2022,European Union,Import,21,Miscellaneous edible preparations,43924724.439
2022,European Union,Import,18,Cocoa and cocoa preparations,43250245.738
2022,European Union,Import,54,Man-made filaments; strip and the like of man-made textile materials,40282017.565
2022,European Union,Import,64,Footwear; gaiters and the like; parts of such articles,40158508.65
2022,European Union,Import,95,"Toys, games and sports requisites; parts and accessories thereof",38898760.264
2022,European Union,Import,10,Cereals,37745609.884
2022,European Union,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",34180183.09
2022,European Union,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",34179055.275
2022,European Union,Import,13,"Lac; gums, resins and other vegetable saps and extracts",30028823.189
2022,European Union,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",29088936.218
2022,European Union,Import,9,"Coffee, tea, mate and spices",24378385.381
2022,European Union,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",22828983.332
2022,European Union,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",22169495.832
2022,European Union,Import,52,Cotton,21474391.068
2022,European Union,Import,78,Lead and articles thereof,21239824.485
2022,European Union,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",17117715.117
2022,European Union,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",16804629.016
2022,European Union,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,15499613.228
2022,European Union,Import,57,Carpets and other textile floor coverings,13899854.394
2022,European Union,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",13206541.919
2022,European Union,Import,60,Fabrics; knitted or crocheted,13050262.131
2022,European Union,Import,5,Animal originated products; not elsewhere specified or included,11829270.146
2022,European Union,Import,91,Clocks and watches and parts thereof,10706419.135
2022,European Union,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",9762993.92
2022,European Union,Import,97,Works of art; collectors' pieces and antiques,9074914.043
2022,European Union,Import,7,Vegetables and certain roots and tubers; edible,8243395.254
2022,European Union,Import,45,Cork and articles of cork,4820356.43
2022,European Union,Import,80,Tin; articles thereof,4510148.312
2022,European Union,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",3958874.195
2022,European Union,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",3444715.83
2022,European Union,Import,2,Meat and edible meat offal,3153838.525
2022,European Union,Import,65,Headgear and parts thereof,2544506.678
2022,European Union,Import,1,Animals; live,2001905.469
2022,European Union,Import,43,Furskins and artificial fur; manufactures thereof,1876252.548
2022,European Union,Import,92,Musical instruments; parts and accessories of such articles,1547592.911
2022,European Union,Import,50,Silk,1302888.63
2022,European Union,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",818640.005
2022,European Union,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",281624.166
2022,European Union,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",242287.535
2022,European Union,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",220205.105
2022,European Union,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,91836.371
2023,European Union,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",12737493420.576
2023,European Union,Import,88,"Aircraft, spacecraft, and parts thereof",5980227532.916
2023,European Union,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5417396104.837
2023,European Union,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",3429947614.828
2023,European Union,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",3002903244.422
2023,European Union,Import,39,Plastics and articles thereof,2197983459.611
2023,European Union,Import,72,Iron and steel,2188994053.565
2023,European Union,Import,29,Organic chemicals,1923677773.289
2023,European Union,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1748446644.378
2023,European Union,Import,38,Chemical products n.e.c.,1402486980.024
2023,European Union,Import,30,Pharmaceutical products,1032035351.424
2023,European Union,Import,73,Iron or steel articles,825152451.668
2023,European Union,Import,76,Aluminium and articles thereof,784431181.333
2023,European Union,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",637116273.9
2023,European Union,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,612722946.285
2023,European Union,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",578467657.954
2023,European Union,Import,74,Copper and articles thereof,520943960.682
2023,European Union,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",518897065.369
2023,European Union,Import,40,Rubber and articles thereof,490191812.537
2023,European Union,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",412011097.237
2023,European Union,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",330286815.463
2023,European Union,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",310655333.566
2023,European Union,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",289508802.28
2023,European Union,Import,44,Wood and articles of wood; wood charcoal,261516294.515
2023,European Union,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",234192628.365
2023,European Union,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",226497170.875
2023,European Union,Import,35,Albuminoidal substances; modified starches; glues; enzymes,225065352.441
2023,European Union,Import,69,Ceramic products,211263214.137
2023,European Union,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,196385537.778
2023,European Union,Import,83,Metal; miscellaneous products of base metal,189501330.613
2023,European Union,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",176602287.697
2023,European Union,Import,75,Nickel and articles thereof,167492133.916
2023,European Union,Import,22,"Beverages, spirits and vinegar",150211981.098
2023,European Union,Import,70,Glass and glassware,142897503.684
2023,European Union,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",134068163.754
2023,European Union,Import,55,Man-made staple fibres,133548212.27
2023,European Union,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",125718246.91
2023,European Union,Import,31,Fertilizers,111582691.412
2023,European Union,Import,17,Sugars and sugar confectionery,107461252.448
2023,European Union,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",99459295.2
2023,European Union,Import,81,"Metals; n.e.c., cermets and articles thereof",89331707.511
2023,European Union,Import,41,Raw hides and skins (other than furskins) and leather,85183430.677
2023,European Union,Import,99,Commodities not specified according to kind,84992136.175
2023,European Union,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",68360765.881
2023,European Union,Import,79,Zinc and articles thereof,68134422.132
2023,European Union,Import,93,Arms and ammunition; parts and accessories thereof,68039784.881
2023,European Union,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",67856809.121
2023,European Union,Import,37,Photographic or cinematographic goods,57854155.386
2023,European Union,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",56890559.876
2023,European Union,Import,54,Man-made filaments; strip and the like of man-made textile materials,51626019.229
2023,European Union,Import,62,Apparel and clothing accessories; not knitted or crocheted,51485520.692
2023,European Union,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",47033031.34
2023,European Union,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",46512854.696
2023,European Union,Import,21,Miscellaneous edible preparations,45063306.941
2023,European Union,Import,96,Miscellaneous manufactured articles,44822038.974
2023,European Union,Import,18,Cocoa and cocoa preparations,43957161.482
2023,European Union,Import,26,"Ores, slag and ash",43334806.25
2023,European Union,Import,64,Footwear; gaiters and the like; parts of such articles,42585250.874
2023,European Union,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",41477892.025
2023,European Union,Import,95,"Toys, games and sports requisites; parts and accessories thereof",39865023.585
2023,European Union,Import,61,Apparel and clothing accessories; knitted or crocheted,36687715.758
2023,European Union,Import,9,"Coffee, tea, mate and spices",33762127.413
2023,European Union,Import,89,"Ships, boats and floating structures",32814075.679
2023,European Union,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",31115652.34
2023,European Union,Import,10,Cereals,30460454.502
2023,European Union,Import,13,"Lac; gums, resins and other vegetable saps and extracts",28686102.354
2023,European Union,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",28435653.531
2023,European Union,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",27819145.026
2023,European Union,Import,97,Works of art; collectors' pieces and antiques,20833434.021
2023,European Union,Import,52,Cotton,18974265.711
2023,European Union,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",18056425.041
2023,European Union,Import,78,Lead and articles thereof,17547101.856
2023,European Union,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",16848791.85
2023,European Union,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",15116390.438
2023,European Union,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",13949417.628
2023,European Union,Import,91,Clocks and watches and parts thereof,12732286.047
2023,European Union,Import,57,Carpets and other textile floor coverings,12672071.339
2023,European Union,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11619155.625
2023,European Union,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,10124220.259
2023,European Union,Import,7,Vegetables and certain roots and tubers; edible,7998163.488
2023,European Union,Import,60,Fabrics; knitted or crocheted,7780034.108
2023,European Union,Import,5,Animal originated products; not elsewhere specified or included,6646819.709
2023,European Union,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",5812821.947
2023,European Union,Import,45,Cork and articles of cork,5564583.692
2023,European Union,Import,80,Tin; articles thereof,3549212.339
2023,European Union,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",2913253.529
2023,European Union,Import,65,Headgear and parts thereof,2539710.883
2023,European Union,Import,2,Meat and edible meat offal,2319489.383
2023,European Union,Import,43,Furskins and artificial fur; manufactures thereof,2316689.029
2023,European Union,Import,1,Animals; live,1794583.378
2023,European Union,Import,92,Musical instruments; parts and accessories of such articles,1437528.191
2023,European Union,Import,50,Silk,1016559.576
2023,European Union,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",737089.551
2023,European Union,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",519453.543
2023,European Union,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",439716.811
2023,European Union,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",206285.23
2023,European Union,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,29587.835
2024,European Union,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",12516736929.775
2024,European Union,Import,88,"Aircraft, spacecraft, and parts thereof",6956183023.861
2024,European Union,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5097850610.598
2024,European Union,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",3760922201.638
2024,European Union,Import,39,Plastics and articles thereof,2346415168.714
2024,European Union,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2228177351.363
2024,European Union,Import,29,Organic chemicals,2063846859.47
2024,European Union,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1702922469.496
2024,European Union,Import,72,Iron and steel,1565257681.517
2024,European Union,Import,38,Chemical products n.e.c.,1433441300.394
2024,European Union,Import,30,Pharmaceutical products,1172834983.868
2024,European Union,Import,76,Aluminium and articles thereof,894688668.629
2024,European Union,Import,73,Iron or steel articles,881259321.614
2024,European Union,Import,74,Copper and articles thereof,863047186.116
2024,European Union,Import,40,Rubber and articles thereof,605044101.969
2024,European Union,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",567385019.662
2024,European Union,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,547213399.44
2024,European Union,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",535156894.798
2024,European Union,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",484969052.273
2024,European Union,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",444913612.557
2024,European Union,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",363389495.201
2024,European Union,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",341821023.117
2024,European Union,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",296543372.852
2024,European Union,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",265264988.343
2024,European Union,Import,44,Wood and articles of wood; wood charcoal,255244852.021
2024,European Union,Import,35,Albuminoidal substances; modified starches; glues; enzymes,250546507.08
2024,European Union,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,240462192.225
2024,European Union,Import,83,Metal; miscellaneous products of base metal,209834499.394
2024,European Union,Import,69,Ceramic products,209811074.647
2024,European Union,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",196250595.305
2024,European Union,Import,22,"Beverages, spirits and vinegar",176918900.222
2024,European Union,Import,55,Man-made staple fibres,169322543.17
2024,European Union,Import,75,Nickel and articles thereof,161852026.366
2024,European Union,Import,70,Glass and glassware,153702970.319
2024,European Union,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",141057110.874
2024,European Union,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",113087115.015
2024,European Union,Import,31,Fertilizers,112258696.618
2024,European Union,Import,79,Zinc and articles thereof,110382415.674
2024,European Union,Import,17,Sugars and sugar confectionery,109703591.816
2024,European Union,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",105396684.557
2024,European Union,Import,81,"Metals; n.e.c., cermets and articles thereof",103595701.227
2024,European Union,Import,41,Raw hides and skins (other than furskins) and leather,91304700.638
2024,European Union,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",81984158.15
2024,European Union,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",81064013.169
2024,European Union,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",74763353.389
2024,European Union,Import,18,Cocoa and cocoa preparations,66524497.958
2024,European Union,Import,37,Photographic or cinematographic goods,60038107.517
2024,European Union,Import,54,Man-made filaments; strip and the like of man-made textile materials,59102249.569
2024,European Union,Import,7,Vegetables and certain roots and tubers; edible,56777247.356
2024,European Union,Import,21,Miscellaneous edible preparations,51356918.079
2024,European Union,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",50268117.642
2024,European Union,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",50132954.276
2024,European Union,Import,62,Apparel and clothing accessories; not knitted or crocheted,48821750.997
2024,European Union,Import,95,"Toys, games and sports requisites; parts and accessories thereof",47059987.867
2024,European Union,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",46811789.023
2024,European Union,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",46361370.446
2024,European Union,Import,96,Miscellaneous manufactured articles,43654170.051
2024,European Union,Import,26,"Ores, slag and ash",39719736.081
2024,European Union,Import,78,Lead and articles thereof,38583101.357
2024,European Union,Import,64,Footwear; gaiters and the like; parts of such articles,36889405.134
2024,European Union,Import,61,Apparel and clothing accessories; knitted or crocheted,36263385.006
2024,European Union,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",35380647.241
2024,European Union,Import,93,Arms and ammunition; parts and accessories thereof,35098308.962
2024,European Union,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",34675427.445
2024,European Union,Import,9,"Coffee, tea, mate and spices",32799718.724
2024,European Union,Import,13,"Lac; gums, resins and other vegetable saps and extracts",31480435.896
2024,European Union,Import,89,"Ships, boats and floating structures",30957576.977
2024,European Union,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",27072737.66
2024,European Union,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",23977585.809
2024,European Union,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",22521144.996
2024,European Union,Import,97,Works of art; collectors' pieces and antiques,19634893.991
2024,European Union,Import,91,Clocks and watches and parts thereof,17400200.603
2024,European Union,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",17395753.707
2024,European Union,Import,52,Cotton,17225911.895
2024,European Union,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,15414574.031
2024,European Union,Import,57,Carpets and other textile floor coverings,14344187.045
2024,European Union,Import,99,Commodities not specified according to kind,13418811.13
2024,European Union,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",12761682.861
2024,European Union,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11750004.281
2024,European Union,Import,60,Fabrics; knitted or crocheted,10886375.933
2024,European Union,Import,5,Animal originated products; not elsewhere specified or included,8674345.577
2024,European Union,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",7855856.83
2024,European Union,Import,10,Cereals,7696828.444
2024,European Union,Import,45,Cork and articles of cork,6162379.132
2024,European Union,Import,80,Tin; articles thereof,3457239.976
2024,European Union,Import,2,Meat and edible meat offal,3236051.979
2024,European Union,Import,1,Animals; live,3038236.413
2024,European Union,Import,65,Headgear and parts thereof,2876327.084
2024,European Union,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",2289516.004
2024,European Union,Import,43,Furskins and artificial fur; manufactures thereof,1859814.793
2024,European Union,Import,50,Silk,1280808.327
2024,European Union,Import,92,Musical instruments; parts and accessories of such articles,1098733.903
2024,European Union,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",844869.231
2024,European Union,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",604901.309
2024,European Union,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",230887.719
2024,European Union,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",193346.059
2024,European Union,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,60934.931
2020,United States,Export,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",7827002581.839
2020,United States,Export,30,Pharmaceutical products,6991639471.958
2020,United States,Export,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",3948281654.183
2020,United States,Export,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2738306174.34
2020,United States,Export,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",2420999371.092
2020,United States,Export,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2132415317.784
2020,United States,Export,29,Organic chemicals,2066547104.353
2020,United States,Export,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1861798835.983
2020,United States,Export,62,Apparel and clothing accessories; not knitted or crocheted,1682840712.559
2020,United States,Export,61,Apparel and clothing accessories; knitted or crocheted,1608673567.798
2020,United States,Export,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1437400537.076
2020,United States,Export,73,Iron or steel articles,1384558359.788
2020,United States,Export,57,Carpets and other textile floor coverings,965178978.001
2020,United States,Export,38,Chemical products n.e.c.,822205838.333
2020,United States,Export,39,Plastics and articles thereof,819631527.848
2020,United States,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",795010437.849
2020,United States,Export,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",623138670.187
2020,United States,Export,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",559362808.529
2020,United States,Export,40,Rubber and articles thereof,511985483.771
2020,United States,Export,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",490047635.667
2020,United States,Export,76,Aluminium and articles thereof,484132648.599
2020,United States,Export,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",445709986.641
2020,United States,Export,88,"Aircraft, spacecraft and parts thereof",419987759.615
2020,United States,Export,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",401241250.11
2020,United States,Export,9,"Coffee, tea, mate and spices",341045399.823
2020,United States,Export,13,"Lac; gums, resins and other vegetable saps and extracts",295746786.921
2020,United States,Export,64,Footwear; gaiters and the like; parts of such articles,285271326.111
2020,United States,Export,10,Cereals,263452474.971
2020,United States,Export,23,"Food industries, residues and wastes thereof; prepared animal fodder",262506517.018
2020,United States,Export,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",229400159.149
2020,United States,Export,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",222570748.675
2020,United States,Export,70,Glass and glassware,193865404.452
2020,United States,Export,69,Ceramic products,178074612.899
2020,United States,Export,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",177338014.442
2020,United States,Export,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",171930512.21
2020,United States,Export,44,Wood and articles of wood; wood charcoal,165039816.154
2020,United States,Export,21,Miscellaneous edible preparations,164841547.907
2020,United States,Export,20,"Preparations of vegetables, fruit, nuts or other parts of plants",152409908.632
2020,United States,Export,74,Copper and articles thereof,151241895.715
2020,United States,Export,72,Iron and steel,150555939.293
2020,United States,Export,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",135420022.906
2020,United States,Export,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",133437926.619
2020,United States,Export,83,Metal; miscellaneous products of base metal,128286720.763
2020,United States,Export,95,"Toys, games and sports requisites; parts and accessories thereof",127358217.168
2020,United States,Export,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,126043899.328
2020,United States,Export,96,Miscellaneous manufactured articles,125650672.798
2020,United States,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",122634280.239
2020,United States,Export,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",121107620.905
2020,United States,Export,54,Man-made filaments; strip and the like of man-made textile materials,110236006.909
2020,United States,Export,60,Fabrics; knitted or crocheted,107722548.243
2020,United States,Export,52,Cotton,99879028.49
2020,United States,Export,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",98106835.886
2020,United States,Export,7,Vegetables and certain roots and tubers; edible,95873958.322
2020,United States,Export,55,Man-made staple fibres,92939176.248
2020,United States,Export,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,89498283.14
2020,United States,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",78841786.593
