refYear,partner_group,flow_india,cmdCode,cmdDesc,trade_value_usd
2024,China,Export,80,Tin; articles thereof,192182.041
2024,China,Export,65,Headgear and parts thereof,171284.918
2024,China,Export,91,Clocks and watches and parts thereof,136362.243
2024,China,Export,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",125194.001
2024,China,Export,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",88323.763
2024,China,Export,2,Meat and edible meat offal,80070.04
2024,China,Export,45,Cork and articles of cork,55999.533
2024,China,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",55429.04
2024,China,Export,97,Works of art; collectors' pieces and antiques,39931.991
2024,China,Export,43,Furskins and artificial fur; manufactures thereof,32806.579
2024,China,Export,89,"Ships, boats and floating structures",11863.614
2024,China,Export,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",1287.726
2020,China,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",17842378313.626
2020,China,Import,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",12371502343.92
2020,China,Import,29,Organic chemicals,8198196738.423
2020,China,Import,39,Plastics and articles thereof,2164828932.303
2020,China,Import,31,Fertilizers,1673430535.539
2020,China,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1577666981.371
2020,China,Import,38,Chemical products n.e.c.,1240979641.679
2020,China,Import,73,Iron or steel articles,1234497207.116
2020,China,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1202998894.012
2020,China,Import,72,Iron and steel,835081957.609
2020,China,Import,76,Aluminium and articles thereof,670920676.721
2020,China,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",620036785.068
2020,China,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",572159727.344
2020,China,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",520780832.135
2020,China,Import,54,Man-made filaments; strip and the like of man-made textile materials,446319529.622
2020,China,Import,70,Glass and glassware,443860389.267
2020,China,Import,99,Commodities not specified according to kind,360398040.559
2020,China,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",344357458.66
2020,China,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",325981085.587
2020,China,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",317026728.265
2020,China,Import,55,Man-made staple fibres,314766475.135
2020,China,Import,60,Fabrics; knitted or crocheted,298425437.326
2020,China,Import,95,"Toys, games and sports requisites; parts and accessories thereof",294789567.753
2020,China,Import,96,Miscellaneous manufactured articles,293822454.156
2020,China,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",292161587.612
2020,China,Import,83,Metal; miscellaneous products of base metal,291193483.23
2020,China,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",288800246.399
2020,China,Import,69,Ceramic products,269596931.891
2020,China,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",222240024.154
2020,China,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",197255372.795
2020,China,Import,40,Rubber and articles thereof,196176203.379
2020,China,Import,64,Footwear; gaiters and the like; parts of such articles,191654191.288
2020,China,Import,30,Pharmaceutical products,184860833.045
2020,China,Import,62,Apparel and clothing accessories; not knitted or crocheted,167710026.774
2020,China,Import,81,"Metals; n.e.c., cermets and articles thereof",166647202.53
2020,China,Import,35,Albuminoidal substances; modified starches; glues; enzymes,139454202.14
2020,China,Import,74,Copper and articles thereof,137135156.223
2020,China,Import,61,Apparel and clothing accessories; knitted or crocheted,135791316.942
2020,China,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",135728098.83
2020,China,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",124618189.147
2020,China,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",108710810.343
2020,China,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",103595499.084
2020,China,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",102002376.099
2020,China,Import,44,Wood and articles of wood; wood charcoal,97725527.932
2020,China,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",97429666.603
2020,China,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,67465613.332
2020,China,Import,52,Cotton,65938849.485
2020,China,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",60900344.484
2020,China,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",60317555.729
2020,China,Import,75,Nickel and articles thereof,58882049.237
2020,China,Import,50,Silk,56644127.272
2020,China,Import,89,"Ships, boats and floating structures",52586492.227
2020,China,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,51120160.415
2020,China,Import,7,Vegetables and certain roots and tubers; edible,48764936.837
2020,China,Import,37,Photographic or cinematographic goods,33437800.605
2020,China,Import,26,"Ores, slag and ash",33437185.245
2020,China,Import,91,Clocks and watches and parts thereof,28430704.765
2020,China,Import,13,"Lac; gums, resins and other vegetable saps and extracts",26512743.853
2020,China,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",26132765.785
2020,China,Import,92,Musical instruments; parts and accessories of such articles,25895367.523
2020,China,Import,21,Miscellaneous edible preparations,24644968.522
2020,China,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",24419666.234
2020,China,Import,41,Raw hides and skins (other than furskins) and leather,23876520.061
2020,China,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",21716866.756
2020,China,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,21256105.634
2020,China,Import,57,Carpets and other textile floor coverings,18411004.171
2020,China,Import,65,Headgear and parts thereof,17174994.613
2020,China,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",14882417.608
2020,China,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",13741491.169
2020,China,Import,9,"Coffee, tea, mate and spices",13206958.312
2020,China,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",11260388.393
2020,China,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",10509589.048
2020,China,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",10458126.838
2020,China,Import,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,10296733.565
2020,China,Import,24,Tobacco and manufactured tobacco substitutes,6920633.65
2020,China,Import,79,Zinc and articles thereof,5404058.992
2020,China,Import,97,Works of art; collectors' pieces and antiques,4797285.65
2020,China,Import,5,Animal originated products; not elsewhere specified or included,4748706.822
2020,China,Import,88,"Aircraft, spacecraft and parts thereof",4100434.67
2020,China,Import,17,Sugars and sugar confectionery,4092034.65
2020,China,Import,78,Lead and articles thereof,3717555.673
2020,China,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",3049604.949
2020,China,Import,80,Tin; articles thereof,2957613.276
2020,China,Import,22,"Beverages, spirits and vinegar",2478401.497
2020,China,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2375656.957
2020,China,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1953333.049
2020,China,Import,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1476878.254
2020,China,Import,43,Furskins and artificial fur; manufactures thereof,946003.354
2020,China,Import,18,Cocoa and cocoa preparations,698095.602
2020,China,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",562891.359
2020,China,Import,45,Cork and articles of cork,394727.61
2020,China,Import,93,Arms and ammunition; parts and accessories thereof,54333.383
2020,China,Import,1,Animals; live,39655.617
2020,China,Import,10,Cereals,37378.841
2020,China,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,3185.594
2021,China,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",26391476139.552
2021,China,Import,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",18796332083.664
2021,China,Import,29,Organic chemicals,11863208814.146
2021,China,Import,39,Plastics and articles thereof,4170200163.16
2021,China,Import,31,Fertilizers,2687498771.164
2021,China,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2430638987.886
2021,China,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1725000848.672
2021,China,Import,38,Chemical products n.e.c.,1707679975.645
2021,China,Import,73,Iron or steel articles,1627609330.884
2021,China,Import,72,Iron and steel,1178121971.187
2021,China,Import,54,Man-made filaments; strip and the like of man-made textile materials,992673104.869
2021,China,Import,76,Aluminium and articles thereof,978448679.653
2021,China,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",884068053.322
2021,China,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",881314793.949
2021,China,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",787203035.465
2021,China,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",716495962.711
2021,China,Import,70,Glass and glassware,633722433.787
2021,China,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",503565565.908
2021,China,Import,60,Fabrics; knitted or crocheted,493360815.165
2021,China,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",483609678.053
2021,China,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",474927767.762
2021,China,Import,83,Metal; miscellaneous products of base metal,474364353.404
2021,China,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",454678844.947
2021,China,Import,55,Man-made staple fibres,440207454.253
2021,China,Import,69,Ceramic products,366390456.864
2021,China,Import,96,Miscellaneous manufactured articles,357073527.473
2021,China,Import,74,Copper and articles thereof,303756984.062
2021,China,Import,81,"Metals; n.e.c., cermets and articles thereof",286101473.852
2021,China,Import,40,Rubber and articles thereof,276245678.646
2021,China,Import,99,Commodities not specified according to kind,252700311.322
2021,China,Import,64,Footwear; gaiters and the like; parts of such articles,250875271.999
2021,China,Import,95,"Toys, games and sports requisites; parts and accessories thereof",250509307.485
2021,China,Import,30,Pharmaceutical products,215756158.014
2021,China,Import,35,Albuminoidal substances; modified starches; glues; enzymes,208609543.451
2021,China,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",206753282.543
2021,China,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",182148670.522
2021,China,Import,61,Apparel and clothing accessories; knitted or crocheted,179041241.939
2021,China,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",173973960.524
2021,China,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",165545616.064
2021,China,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",161643538.716
2021,China,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",157739884.513
2021,China,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",155648959.897
2021,China,Import,44,Wood and articles of wood; wood charcoal,137216573.506
2021,China,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",131495551.899
2021,China,Import,89,"Ships, boats and floating structures",103486021.754
2021,China,Import,62,Apparel and clothing accessories; not knitted or crocheted,100692345.706
2021,China,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",98481469.191
2021,China,Import,52,Cotton,94003109.072
2021,China,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,80228830.029
2021,China,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",76922772.843
2021,China,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,58845323.95
2021,China,Import,26,"Ores, slag and ash",57543922.71
2021,China,Import,75,Nickel and articles thereof,57495142.169
2021,China,Import,91,Clocks and watches and parts thereof,50921244.814
2021,China,Import,37,Photographic or cinematographic goods,50820022.164
2021,China,Import,50,Silk,49177605.511
2021,China,Import,7,Vegetables and certain roots and tubers; edible,35457157.002
2021,China,Import,92,Musical instruments; parts and accessories of such articles,34231337.891
2021,China,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",32248321.789
2021,China,Import,21,Miscellaneous edible preparations,32009376.549
2021,China,Import,13,"Lac; gums, resins and other vegetable saps and extracts",29027459.098
2021,China,Import,41,Raw hides and skins (other than furskins) and leather,26765407.624
2021,China,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,25546126.754
2021,China,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",25215196.844
2021,China,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",21602980.348
2021,China,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",20596090.303
2021,China,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",19429627.023
2021,China,Import,65,Headgear and parts thereof,19411276.827
2021,China,Import,57,Carpets and other textile floor coverings,18519288.049
2021,China,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",14970527.06
2021,China,Import,9,"Coffee, tea, mate and spices",14841951.421
2021,China,Import,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,13492609.142
2021,China,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",9910772.132
2021,China,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",8038210.615
2021,China,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",8022255.093
2021,China,Import,79,Zinc and articles thereof,7969404.31
2021,China,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",7571272.233
2021,China,Import,5,Animal originated products; not elsewhere specified or included,7029292.813
2021,China,Import,17,Sugars and sugar confectionery,6526653.267
2021,China,Import,24,Tobacco and manufactured tobacco substitutes,5304404.912
2021,China,Import,80,Tin; articles thereof,4027717.449
2021,China,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3100182.935
2021,China,Import,88,"Aircraft, spacecraft and parts thereof",1962135.891
2021,China,Import,22,"Beverages, spirits and vinegar",1910274.937
2021,China,Import,43,Furskins and artificial fur; manufactures thereof,1467288.969
2021,China,Import,18,Cocoa and cocoa preparations,1231513.184
2021,China,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",848450.733
2021,China,Import,78,Lead and articles thereof,791594.186
2021,China,Import,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",768298.415
2021,China,Import,97,Works of art; collectors' pieces and antiques,628049.408
2021,China,Import,45,Cork and articles of cork,399369.945
2021,China,Import,1,Animals; live,10335.016
2021,China,Import,93,Arms and ammunition; parts and accessories thereof,1244.252
2021,China,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,798.112
2022,China,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",30631676223.099
2022,China,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",21715812533.693
2022,China,Import,29,Organic chemicals,13552914704.775
2022,China,Import,39,Plastics and articles thereof,5442474237.771
2022,China,Import,31,Fertilizers,2337548183.2
2022,China,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2205401993.801
2022,China,Import,72,Iron and steel,1980993431.152
2022,China,Import,73,Iron or steel articles,1892486882.342
2022,China,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1802855961.616
2022,China,Import,38,Chemical products n.e.c.,1706417552.158
2022,China,Import,76,Aluminium and articles thereof,1371921262.678
2022,China,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1227123316.802
2022,China,Import,54,Man-made filaments; strip and the like of man-made textile materials,1164788696.771
2022,China,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1074584756.287
2022,China,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",909981549.536
2022,China,Import,70,Glass and glassware,856263419.45
2022,China,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",794369026.07
2022,China,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",722600570.501
2022,China,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",696582541.002
2022,China,Import,83,Metal; miscellaneous products of base metal,570604374.225
2022,China,Import,60,Fabrics; knitted or crocheted,547619149.705
2022,China,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",546258947.111
2022,China,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",533990991.358
2022,China,Import,55,Man-made staple fibres,520547867.162
2022,China,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",502707904.357
2022,China,Import,69,Ceramic products,501804845.759
2022,China,Import,81,"Metals; n.e.c., cermets and articles thereof",458874817.367
2022,China,Import,96,Miscellaneous manufactured articles,444188534.402
2022,China,Import,74,Copper and articles thereof,368944096.582
2022,China,Import,40,Rubber and articles thereof,361360813.742
2022,China,Import,64,Footwear; gaiters and the like; parts of such articles,346842954.926
2022,China,Import,35,Albuminoidal substances; modified starches; glues; enzymes,293374568.282
2022,China,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",250012007.82
2022,China,Import,95,"Toys, games and sports requisites; parts and accessories thereof",247702126.116
2022,China,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",229339516.612
2022,China,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",217477916.991
2022,China,Import,61,Apparel and clothing accessories; knitted or crocheted,215224925.971
2022,China,Import,99,Commodities not specified according to kind,212522589.804
2022,China,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",209344457.601
2022,China,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",179641577.08
2022,China,Import,30,Pharmaceutical products,179554834.57
2022,China,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",168473447.439
2022,China,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",159840405.066
2022,China,Import,44,Wood and articles of wood; wood charcoal,155085720.796
2022,China,Import,50,Silk,141402285.614
2022,China,Import,62,Apparel and clothing accessories; not knitted or crocheted,136754716.134
2022,China,Import,52,Cotton,130929344.17
2022,China,Import,75,Nickel and articles thereof,125941959.917
2022,China,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,113181737.536
2022,China,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",111087364.208
2022,China,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",68444659.012
2022,China,Import,91,Clocks and watches and parts thereof,62544182.172
2022,China,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,61945790.27
2022,China,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",60707736.79
2022,China,Import,26,"Ores, slag and ash",56056314.364
2022,China,Import,89,"Ships, boats and floating structures",55308137.604
2022,China,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,53619078.013
2022,China,Import,37,Photographic or cinematographic goods,50814379.067
2022,China,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",42202223.748
2022,China,Import,57,Carpets and other textile floor coverings,40731725.946
2022,China,Import,13,"Lac; gums, resins and other vegetable saps and extracts",36185355.584
2022,China,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",35707169.502
2022,China,Import,21,Miscellaneous edible preparations,34461540.263
2022,China,Import,92,Musical instruments; parts and accessories of such articles,33367289.298
2022,China,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",31880294.312
2022,China,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",30797915.687
2022,China,Import,41,Raw hides and skins (other than furskins) and leather,29577166.276
2022,China,Import,65,Headgear and parts thereof,26533038.643
2022,China,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",24886465.815
2022,China,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",22357029.04
2022,China,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",13236193.349
2022,China,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",12889700.648
2022,China,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",12108063.085
2022,China,Import,7,Vegetables and certain roots and tubers; edible,10081357.725
2022,China,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",10073687.012
2022,China,Import,9,"Coffee, tea, mate and spices",9976955.427
2022,China,Import,17,Sugars and sugar confectionery,8390507.876
2022,China,Import,5,Animal originated products; not elsewhere specified or included,8337548.921
2022,China,Import,88,"Aircraft, spacecraft, and parts thereof",7119362.861
2022,China,Import,79,Zinc and articles thereof,6919956.56
2022,China,Import,22,"Beverages, spirits and vinegar",6282850.277
2022,China,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",3634750.523
2022,China,Import,80,Tin; articles thereof,3616641.361
2022,China,Import,97,Works of art; collectors' pieces and antiques,2545489.038
2022,China,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",1902796.819
2022,China,Import,43,Furskins and artificial fur; manufactures thereof,1682873.001
2022,China,Import,18,Cocoa and cocoa preparations,1158507.74
2022,China,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",970134.181
2022,China,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",923184.886
2022,China,Import,78,Lead and articles thereof,883642.588
2022,China,Import,93,Arms and ammunition; parts and accessories thereof,478043.721
2022,China,Import,45,Cork and articles of cork,349050.809
2022,China,Import,1,Animals; live,56505.626
2022,China,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,721.004
2023,China,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",44151363869.282
2023,China,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",24700595480.856
2023,China,Import,29,Organic chemicals,13273921014.751
2023,China,Import,39,Plastics and articles thereof,5931952907.632
2023,China,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2682276674.274
2023,China,Import,72,Iron and steel,2617086967.051
2023,China,Import,31,Fertilizers,2606897878.965
2023,China,Import,73,Iron or steel articles,2035877788.409
2023,China,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1883979317.045
2023,China,Import,38,Chemical products n.e.c.,1595402695.014
2023,China,Import,76,Aluminium and articles thereof,1423647210.267
2023,China,Import,54,Man-made filaments; strip and the like of man-made textile materials,1365722463.653
2023,China,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",1287838891.7
2023,China,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1250740918.6
2023,China,Import,70,Glass and glassware,1037904628.55
2023,China,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1009003599.847
2023,China,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",769377913.193
2023,China,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",720566946.425
2023,China,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",675498145.628
2023,China,Import,83,Metal; miscellaneous products of base metal,596359542.117
2023,China,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",551663484.223
2023,China,Import,60,Fabrics; knitted or crocheted,547638353.105
2023,China,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",512649221.195
2023,China,Import,69,Ceramic products,486851860.408
2023,China,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",478368247.446
2023,China,Import,96,Miscellaneous manufactured articles,458615588.567
2023,China,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",439264821.872
2023,China,Import,89,"Ships, boats and floating structures",421987314.949
2023,China,Import,40,Rubber and articles thereof,403505809.671
2023,China,Import,95,"Toys, games and sports requisites; parts and accessories thereof",370352698.159
2023,China,Import,81,"Metals; n.e.c., cermets and articles thereof",364705638.754
2023,China,Import,55,Man-made staple fibres,358884742.764
2023,China,Import,74,Copper and articles thereof,335139480.674
2023,China,Import,64,Footwear; gaiters and the like; parts of such articles,324119846.559
2023,China,Import,35,Albuminoidal substances; modified starches; glues; enzymes,296834006.49
2023,China,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",275325511.658
2023,China,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",256226841.141
2023,China,Import,99,Commodities not specified according to kind,246085191.702
2023,China,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",240502132.765
2023,China,Import,91,Clocks and watches and parts thereof,207092038.476
2023,China,Import,61,Apparel and clothing accessories; knitted or crocheted,204342328.425
2023,China,Import,75,Nickel and articles thereof,190447559.456
2023,China,Import,30,Pharmaceutical products,172814144.884
2023,China,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",171441248.213
2023,China,Import,62,Apparel and clothing accessories; not knitted or crocheted,164128268.831
