partner_group,flow_india,cmdCode,cmdDesc,trade_value_usd,partner_flow_total_usd,sample_share
United States,Export,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",103346987.855,356308277556.068,0.00029004935996396414
United States,Export,50,Silk,99544938.472,356308277556.068,0.00027937868621740283
United States,Export,22,"Beverages, spirits and vinegar",91019546.743,356308277556.068,0.000255451676192612
United States,Export,75,Nickel and articles thereof,73910557.684,356308277556.068,0.0002074342987228793
United States,Export,65,Headgear and parts thereof,70104379.42199999,356308277556.068,0.00019675203703615473
United States,Export,24,Tobacco and manufactured tobacco substitutes,60026932.647,356308277556.068,0.00016846909383842277
United States,Export,43,Furskins and artificial fur; manufactures thereof,57594029.86,356308277556.068,0.0001616410100125645
United States,Export,79,Zinc and articles thereof,44742701.716,356308277556.068,0.00012557300667526415
United States,Export,41,Raw hides and skins (other than furskins) and leather,37992605.015,356308277556.068,0.00010662846587677593
United States,Export,31,Fertilizers,36511842.516,356308277556.068,0.00010247261940260304
United States,Export,92,Musical instruments; parts and accessories of such articles,34530031.703999996,356308277556.068,9.69105515618183e-05
United States,Export,91,Clocks and watches and parts thereof,30113216.052,356308277556.068,8.451450036060822e-05
United States,Export,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",29550191.312,356308277556.068,8.293433853034761e-05
United States,Export,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,17289108.518,356308277556.068,4.8522893255768995e-05
United States,Export,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,12037973.286,356308277556.068,3.3785275404121725e-05
United States,Export,78,Lead and articles thereof,11901538.860000001,356308277556.068,3.34023642157098e-05
United States,Export,5,Animal originated products; not elsewhere specified or included,7749554.723,356308277556.068,2.1749578135412656e-05
United States,Export,99,Commodities not specified according to kind,7568599.943,356308277556.068,2.1241717972182164e-05
United States,Export,26,"Ores, slag and ash",5746543.788,356308277556.068,1.6128010910708452e-05
United States,Export,45,Cork and articles of cork,5392501.306,356308277556.068,1.5134369998326649e-05
United States,Export,80,Tin; articles thereof,2691405.463,356308277556.068,7.553586690324604e-06
United States,Export,2,Meat and edible meat offal,1900624.383,356308277556.068,5.334213384085418e-06
United States,Export,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",1662009.099,356308277556.068,4.664525647284378e-06
United States,Export,37,Photographic or cinematographic goods,1417085.655,356308277556.068,3.977133690858501e-06
United States,Export,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,125524.811,356308277556.068,3.522927164672666e-07
United States,Export,1,Animals; live,27426.492000000002,356308277556.068,7.697405232378925e-08
United States,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",68638211582.032,200876813160.98898,0.34169305308036313
United States,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",23682724578.35,200876813160.98898,0.11789675575632474
United States,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",15101074615.733002,200876813160.98898,0.0751757974357674
United States,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",9299444367.663,200876813160.98898,0.046294264735323803
United States,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",9167912214.921,200876813160.98898,0.045639474614591516
United States,Import,29,Organic chemicals,8569504589.1,200876813160.98898,0.04266049652147822
United States,Import,39,Plastics and articles thereof,7638548108.894,200876813160.98898,0.0380260319182395
United States,Import,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",6032584839.778999,200876813160.98898,0.030031265156244272
United States,Import,38,Chemical products n.e.c.,5629710858.725,200876813160.98898,0.028025687833932198
United States,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",4905558697.545,200876813160.98898,0.02442073139428756
United States,Import,76,Aluminium and articles thereof,4416205833.196,200876813160.98898,0.02198464702671639
United States,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,3966721650.554,200876813160.98898,0.01974703594772257
United States,Import,72,Iron and steel,3923217110.888,200876813160.98898,0.019530462720671552
United States,Import,88,"Aircraft, spacecraft, and parts thereof",2618291431.1879997,200876813160.98898,0.013034313866228149
United States,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2347143356.263,200876813160.98898,0.011684491202983819
United States,Import,30,Pharmaceutical products,2337104038.604,200876813160.98898,0.011634513719266203
United States,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1961278566.625,200876813160.98898,0.009763588618130703
United States,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1751126756.6030002,200876813160.98898,0.008717416057370406
United States,Import,22,"Beverages, spirits and vinegar",1480340729.331,200876813160.98898,0.007369395730828369
United States,Import,52,Cotton,1351813881.44,200876813160.98898,0.006729566544629588
United States,Import,73,Iron or steel articles,1252447090.8370001,200876813160.98898,0.006234901236875207
United States,Import,74,Copper and articles thereof,1238063235.592,200876813160.98898,0.006163295883232563
United States,Import,40,Rubber and articles thereof,1190765422.626,200876813160.98898,0.005927839076537336
United States,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1080248358.403,200876813160.98898,0.005377665751483498
United States,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",756973775.5239999,200876813160.98898,0.003768348191173948
United States,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",669609582.7179999,200876813160.98898,0.003333433919928597
United States,Import,89,"Ships, boats and floating structures",605539223.194,200876813160.98898,0.003014480435373603
United States,Import,99,Commodities not specified according to kind,540285144.254,200876813160.98898,0.0026896341879985844
United States,Import,75,Nickel and articles thereof,510734960.56,200876813160.98898,0.0025425281918958014
United States,Import,31,Fertilizers,463372793.654,200876813160.98898,0.0023067510200026845
United States,Import,35,Albuminoidal substances; modified starches; glues; enzymes,449537586.025,200876813160.98898,0.0022378769303987634
United States,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",366973005.17,200876813160.98898,0.0018268559690654607
United States,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",366180535.077,200876813160.98898,0.0018229109139815526
United States,Import,44,Wood and articles of wood; wood charcoal,364503304.565,200876813160.98898,0.0018145613663876458
United States,Import,78,Lead and articles thereof,350427941.219,200876813160.98898,0.001744491739512793
United States,Import,97,Works of art; collectors' pieces and antiques,321440641.373,200876813160.98898,0.0016001878779079764
United States,Import,26,"Ores, slag and ash",312994991.069,200876813160.98898,0.0015581439497357817
United States,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",298495642.31,200876813160.98898,0.0014859636491284648
United States,Import,70,Glass and glassware,295005563.671,200876813160.98898,0.001468589425672406
United States,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",294379809.298,200876813160.98898,0.0014654743106765377
United States,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",287321067.033,200876813160.98898,0.0014303346539191253
United States,Import,83,Metal; miscellaneous products of base metal,285449976.485,200876813160.98898,0.0014210200370723296
United States,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",280885669.573,200876813160.98898,0.0013982981169055556
United States,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",273785890.583,200876813160.98898,0.0013629541721352349
United States,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",220457013.662,200876813160.98898,0.0010974736715148843
United States,Import,81,"Metals; n.e.c., cermets and articles thereof",211570788.908,200876813160.98898,0.001053236486475124
United States,Import,55,Man-made staple fibres,197766404.60799998,200876813160.98898,0.0009845158408078875
United States,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",195124588.402,200876813160.98898,0.0009713644164875368
United States,Import,21,Miscellaneous edible preparations,189114798.972,200876813160.98898,0.0009414466308783855
United States,Import,88,"Aircraft, spacecraft and parts thereof",188476925.84399998,200876813160.98898,0.0009382711865950833
United States,Import,69,Ceramic products,168451842.474,200876813160.98898,0.0008385828101474182
United States,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",150914281.265,200876813160.98898,0.0007512777552083751
United States,Import,79,Zinc and articles thereof,149781667.722,200876813160.98898,0.0007456394063856453
United States,Import,54,Man-made filaments; strip and the like of man-made textile materials,120814146.579,200876813160.98898,0.000601434006632591
United States,Import,37,Photographic or cinematographic goods,110414501.155,200876813160.98898,0.0005496627481167294
United States,Import,7,Vegetables and certain roots and tubers; edible,106355238.21599999,200876813160.98898,0.0005294550254078532
United States,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",105982535.50400001,200876813160.98898,0.0005275996459534743
United States,Import,96,Miscellaneous manufactured articles,105385730.724,200876813160.98898,0.0005246286471079197
United States,Import,95,"Toys, games and sports requisites; parts and accessories thereof",104484000.745,200876813160.98898,0.0005201396771526002
United States,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",100669003.049,200876813160.98898,0.0005011479496556962
United States,Import,17,Sugars and sugar confectionery,92369165.462,200876813160.98898,0.00045982990275723087
United States,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",91941676.995,200876813160.98898,0.00045770179020768843
United States,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",91519099.76099999,200876813160.98898,0.0004555981266372128
United States,Import,5,Animal originated products; not elsewhere specified or included,73413860.91499999,200876813160.98898,0.00036546707287796236
United States,Import,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,57422887.541,200876813160.98898,0.00028586120337830876
United States,Import,13,"Lac; gums, resins and other vegetable saps and extracts",56752807.666999996,200876813160.98898,0.000282525428265912
United States,Import,41,Raw hides and skins (other than furskins) and leather,34970301.95,200876813160.98898,0.00017408829520793774
United States,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,25848053.642,200876813160.98898,0.00012867614352924127
United States,Import,62,Apparel and clothing accessories; not knitted or crocheted,24489426.275,200876813160.98898,0.00012191265825873793
United States,Import,57,Carpets and other textile floor coverings,23878483.064,200876813160.98898,0.00011887127582446777
United States,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",23831325.486,200876813160.98898,0.00011863651713202373
United States,Import,1,Animals; live,23527766.255,200876813160.98898,0.00011712534605048772
United States,Import,64,Footwear; gaiters and the like; parts of such articles,20652870.461999997,200876813160.98898,0.00010281361067515612
United States,Import,92,Musical instruments; parts and accessories of such articles,14666660.746,200876813160.98898,7.30132090170391e-05
United States,Import,61,Apparel and clothing accessories; knitted or crocheted,13378275.378,200876813160.98898,6.659940073460958e-05
United States,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",10915196.306,200876813160.98898,5.433776120916563e-05
United States,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",10607553.792,200876813160.98898,5.280626282884512e-05
United States,Import,18,Cocoa and cocoa preparations,10527957.133,200876813160.98898,5.2410016702936067e-05
United States,Import,10,Cereals,9527333.197999999,200876813160.98898,4.742873529342829e-05
United States,Import,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",8416873.259,200876813160.98898,4.1900670996081826e-05
United States,Import,93,Arms and ammunition; parts and accessories thereof,7894301.134,200876813160.98898,3.929921532393716e-05
United States,Import,9,"Coffee, tea, mate and spices",7209126.056,200876813160.98898,3.588829363905918e-05
United States,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",6906859.217,200876813160.98898,3.438355631152226e-05
United States,Import,91,Clocks and watches and parts thereof,6020594.579,200876813160.98898,2.9971575535574167e-05
United States,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",5336499.344,200876813160.98898,2.6566029498502456e-05
United States,Import,65,Headgear and parts thereof,4965072.815,200876813160.98898,2.471700310687842e-05
United States,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",4055309.9289999995,200876813160.98898,2.01880439319293e-05
United States,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",3792155.7460000003,200876813160.98898,1.8878016264429922e-05
United States,Import,60,Fabrics; knitted or crocheted,2967323.622,200876813160.98898,1.4771857315467732e-05
United States,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",2488879.51,200876813160.98898,1.2390078629957822e-05
United States,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",1452087.287,200876813160.98898,7.228745140616362e-06
United States,Import,80,Tin; articles thereof,1323346.486,200876813160.98898,6.5878508583239455e-06
United States,Import,50,Silk,760969.416,200876813160.98898,3.788239190105705e-06
United States,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",719870.586,200876813160.98898,3.5836420076172413e-06
United States,Import,45,Cork and articles of cork,712958.577,200876813160.98898,3.549232814782922e-06
United States,Import,24,Tobacco and manufactured tobacco substitutes,524943.041,200876813160.98898,2.6132585077367497e-06
United States,Import,2,Meat and edible meat offal,436618.528,200876813160.98898,2.1735635941719177e-06
United States,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",327122.986,200876813160.98898,1.6284755858698004e-06
United States,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,259268.723,200876813160.98898,1.2906851662974856e-06
United States,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",113314.17599999999,200876813160.98898,5.640978379579651e-07
United States,Import,43,Furskins and artificial fur; manufactures thereof,93734.437,200876813160.98898,4.666264638760387e-07
United States,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,92743.431,200876813160.98898,4.6169306223348187e-07
