partner_group,flow_india,cmdCode,cmdDesc,share_2020,share_2024,share_change,exposure_score
European Union,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",,0.00015009895879013248,,
European Union,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",,0.23915267567436396,,
European Union,Import,88,"Aircraft, spacecraft, and parts thereof",,0.13290922322411156,,
United States,Import,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0.2574630655724949,0.3151837449781683,0.057720679405673436,0.37290442438384175
United States,Import,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0.04539792921836021,0.05961224017510256,0.014214310956742353,0.07382655113184491
United States,Import,39,Plastics and articles thereof,0.03985064574187464,0.04625949502523439,0.006408849283359747,0.052668344308594135
United States,Import,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0.05833158063433429,0.05140454902533535,-0.006927031608998935,0.04447751741633642
United States,Import,38,Chemical products n.e.c.,0.031073249891502057,0.03216112559729951,0.0010878757057974503,0.03324900130309696
United States,Import,76,Aluminium and articles thereof,0.017895281782124003,0.023551216007914287,0.005655934225790284,0.02920715023370457
United States,Import,72,Iron and steel,0.014875292002020495,0.021947912403379285,0.00707262040135879,0.029020532804738076
United States,Import,8,"Fruit and nuts, edible; peel of citrus fruit or melons",0.033661153734322706,0.028397964931841525,-0.005263188802481181,0.023134776129360345
United States,Import,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,0.017591144749749422,0.01844228016193956,0.000851135412190139,0.0192934155741297
United States,Import,30,Pharmaceutical products,0.011299842085717425,0.014440253611515592,0.0031404115257981664,0.01758066513731376
United States,Import,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0.012090944593003253,0.014759222763818209,0.0026682781708149556,0.017427500934633165
United States,Import,29,Organic chemicals,0.055245156440218005,0.03346678412304252,-0.021778372317175484,0.011688411805867036
United States,Import,22,"Beverages, spirits and vinegar",0.011570877601680556,0.01146790943819969,-0.00010296816348086615,0.011364941274718824
United States,Import,40,Rubber and articles thereof,0.006073059736222218,0.007322653196742285,0.0012495934605200668,0.00857224665726235
United States,Import,74,Copper and articles thereof,0.006282673381079519,0.006785718105299221,0.0005030447242197018,0.007288762829518923
United States,Import,73,Iron or steel articles,0.007332235567309774,0.007163390839245092,-0.00016884472806468192,0.00699454611118041
United States,Import,75,Nickel and articles thereof,0.0021667935936288438,0.0038302338957463995,0.0016634403021175558,0.005493674197863955
United States,Import,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0.003998022821673332,0.004730903107972429,0.0007328802862990964,0.005463783394271525
United States,Import,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0.002413816639490302,0.0038803456215946715,0.0014665289821043695,0.005346874603699041
United States,Import,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",0.006844940819487581,0.005606238859660225,-0.0012387019598273557,0.00436753689983287
United States,Import,52,Cotton,0.00588933437451534,0.005108649033477589,-0.0007806853410377516,0.004327963692439837
United States,Import,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",0.0040487593077028206,0.004081398207307503,3.263889960468218e-05,0.004114037106912185
United States,Import,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0.001498976573393075,0.00271072227109491,0.001211745697701835,0.003922467968796745
United States,Import,7,Vegetables and certain roots and tubers; edible,0.0005009866039783921,0.0021538540804313636,0.0016528674764529714,0.003806721556884335
United States,Import,44,Wood and articles of wood; wood charcoal,0.0013611863472922253,0.0024280858636294106,0.0010668995163371853,0.003494985379966596
United States,Import,35,Albuminoidal substances; modified starches; glues; enzymes,0.0026919542581395396,0.0029297055396996126,0.00023775128156007302,0.0031674568212596856
United States,Import,78,Lead and articles thereof,0.0021496327935792625,0.0026297418619667737,0.0004801090683875112,0.003109850930354285
United States,Import,97,Works of art; collectors' pieces and antiques,0.0006580262699237195,0.001668248808865209,0.0010102225389414894,0.0026784713478066983
United States,Import,55,Man-made staple fibres,0.0007838024566058707,0.0015875539077718711,0.0008037514511660004,0.0023913053589378714
United States,Import,26,"Ores, slag and ash",0.0014677983618604006,0.0019109442967326167,0.00044314593487221614,0.002354090231604833
United States,Import,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0.0013190668507441956,0.0017559455119396028,0.00043687866119540716,0.00219282417313501
United States,Import,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",0.0014464297229332102,0.0018009364494642047,0.00035450672653099453,0.0021554431759951993
United States,Import,23,"Food industries, residues and wastes thereof; prepared animal fodder",0.0008176623363429029,0.0014815238037449083,0.0006638614674020054,0.0021453852711469136
United States,Import,83,Metal; miscellaneous products of base metal,0.0015250633569562307,0.0016537560667960808,0.00012869270983985,0.0017824487766359308
United States,Import,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",0.0018606319262667744,0.0018138380001400149,-4.6793926126759535e-05,0.0017670440740132553
United States,Import,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",0.0007619496883393827,0.0011727025778770818,0.00041075288953769905,0.0015834554674147808
United States,Import,81,"Metals; n.e.c., cermets and articles thereof",0.0010344764795585703,0.0013046068342962714,0.00027013035473770117,0.0015747371890339726
United States,Import,69,Ceramic products,0.0007843769844496299,0.0010166073980426306,0.0002322304135930007,0.0012488378116356314
United States,Import,70,Glass and glassware,0.0019514237969660618,0.0015928984192740152,-0.00035852537769204664,0.0012343730415819685
United States,Import,99,Commodities not specified according to kind,0.0038517158253504867,0.0024321846207299687,-0.001419531204620518,0.0010126534161094508
United States,Import,95,"Toys, games and sports requisites; parts and accessories thereof",0.0005117618845472976,0.0007134324037251218,0.00020167051917782414,0.0009151029229029459
United States,Import,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0.002357582734286237,0.0015595048315956532,-0.0007980779026905836,0.0007614269289050696
United States,Import,20,"Preparations of vegetables, fruit, nuts or other parts of plants",0.00042323035398147784,0.0005780719644027058,0.00015484161042122796,0.0007329135748239338
United States,Import,54,Man-made filaments; strip and the like of man-made textile materials,0.0006667663031113019,0.0006379300506714214,-2.883625243988049e-05,0.0006090937982315409
United States,Import,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0.001450569382846268,0.0010291311885068993,-0.0004214381943393687,0.0006076929941675306
United States,Import,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0.0005847353854165769,0.0005725400100632198,-1.2195375353357121e-05,0.0005603446347098626
United States,Import,5,Animal originated products; not elsewhere specified or included,0.0003867755170931219,0.0004560547492099057,6.92792321167838e-05,0.0005253339813266895
United States,Import,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0.0006334268679708908,0.0005469103615719234,-8.651650639896738e-05,0.000460393855172956
United States,Import,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",0.0011474765713861022,0.0007517195886103543,-0.00039575698277574786,0.00035596260583460647
United States,Import,21,Miscellaneous edible preparations,0.001329329464351972,0.0007805357901662703,-0.0005487936741857017,0.00023174211598056852
United States,Import,79,Zinc and articles thereof,0.0007970298024648105,0.0005062762497128794,-0.00029075355275193107,0.00021552269696094837
United States,Import,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0.0007548041157768415,0.00048407661564328766,-0.0002707275001335539,0.00021334911550973377
United States,Import,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0.00010101805855093603,0.00014526965805018512,4.425159949924909e-05,0.0001895212575494342
United States,Import,1,Animals; live,0.00013944998415514915,0.00016252577890678638,2.3075794751637227e-05,0.0001856015736584236
United States,Import,17,Sugars and sugar confectionery,0.000876027952505851,0.0005269956622601968,-0.0003490322902456542,0.0001779633720145426
United States,Import,64,Footwear; gaiters and the like; parts of such articles,0.00010496038495771052,0.00012600860553941458,2.104822058170406e-05,0.00014705682612111863
United States,Import,96,Miscellaneous manufactured articles,0.0007572707125801515,0.00044979636881825857,-0.0003074743437618929,0.00014232202505636568
United States,Import,92,Musical instruments; parts and accessories of such articles,7.577049210318944e-05,9.28291389347105e-05,1.7058646831521055e-05,0.00010988778576623155
United States,Import,37,Photographic or cinematographic goods,0.0008340456254012641,0.0004627431195821923,-0.00037130250581907185,9.144061376312044e-05
United States,Import,10,Cereals,4.724463371636671e-05,6.485292745191658e-05,1.7608293735549872e-05,8.246122118746646e-05
United States,Import,93,Arms and ammunition; parts and accessories thereof,6.455855719282285e-05,6.902460929400298e-05,4.466052101180135e-06,7.349066139518312e-05
United States,Import,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",7.020664176884867e-05,6.173837616817538e-05,-8.468265600673292e-06,5.327011056750209e-05
United States,Import,80,Tin; articles thereof,1.0122493008406672e-06,2.3108531355707226e-05,2.209628205486656e-05,4.520481341057378e-05
United States,Import,18,Cocoa and cocoa preparations,5.1523007238238764e-05,4.8333698896067246e-05,-3.1893083421715175e-06,4.514439055389573e-05
United States,Import,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",2.607139774120548e-05,3.512991326151508e-05,9.058515520309601e-06,4.418842878182468e-05
United States,Import,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",7.455012046483388e-07,1.807804211918584e-05,1.7332540914537502e-05,3.541058303372334e-05
United States,Import,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1.0663721900353202e-05,2.211790521407145e-05,1.1454183313718249e-05,3.3572088527789696e-05
United States,Import,91,Clocks and watches and parts thereof,2.5995393763062352e-05,2.8675507488598747e-05,2.680113725536395e-06,3.1355621214135146e-05
United States,Import,65,Headgear and parts thereof,2.8065155244898723e-05,2.4362746127311297e-05,-3.702409117587426e-06,2.066033700972387e-05
United States,Import,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",1.1967863242067947e-06,3.0074251069728703e-06,1.8106387827660756e-06,4.818063889738946e-06
United States,Import,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,9.297210089037243e-08,1.2909789347510193e-06,1.1980068338606468e-06,2.488985768611666e-06
United States,Import,43,Furskins and artificial fur; manufactures thereof,1.747168319420231e-07,1.0060289805166629e-06,8.313121485746398e-07,1.8373411290913027e-06
United States,Import,60,Fabrics; knitted or crocheted,1.930884784902565e-05,1.0285142944802144e-05,-9.023704904223505e-06,1.2614380405786398e-06
United States,Import,2,Meat and edible meat offal,3.885273555932203e-06,2.3135404588044547e-06,-1.571733097127748e-06,7.418073616767066e-07
United States,Import,45,Cork and articles of cork,6.125120463179393e-06,2.3604524693822837e-06,-3.7646679937971096e-06,-1.404215524414826e-06
United States,Import,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2.204997853711064e-06,3.1449431400322793e-08,-2.1735484223107414e-06,-2.1420989909104187e-06
United States,Import,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,3.324521655589905e-06,5.205564755138104e-07,-2.8039651800760945e-06,-2.283408704562284e-06
United States,Import,50,Silk,2.9006877678848972e-06,1.7296901265751918e-07,-2.727718755227378e-06,-2.554749742569859e-06
United States,Import,41,Raw hides and skins (other than furskins) and leather,0.0003020897882646921,0.00014835958589191783,-0.00015373020237277425,-5.370616480856419e-06
United States,Import,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",8.50702941988608e-06,7.97251341650594e-07,-7.709778078235485e-06,-6.912526736584891e-06
United States,Import,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",5.25498165693874e-05,1.9275882776486538e-05,-3.3273933792900864e-05,-1.3998051016414326e-05
United States,Import,61,Apparel and clothing accessories; knitted or crocheted,8.39863697603181e-05,3.1837872017491256e-05,-5.214849774282684e-05,-2.0310625725335587e-05
United States,Import,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",4.2695583848902205e-05,9.893299182776274e-06,-3.280228466612593e-05,-2.290898548334966e-05
United States,Import,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0.00023491527418824487,0.0001007808387446634,-0.00013413443544358147,-3.335359669891808e-05
United States,Import,9,"Coffee, tea, mate and spices",7.378144032314229e-05,1.684136075270448e-05,-5.694007957043781e-05,-4.009871881773333e-05
United States,Import,13,"Lac; gums, resins and other vegetable saps and extracts",0.00044490989510221615,0.0001903425755755387,-0.00025456731952667745,-6.422474395113874e-05
United States,Import,62,Apparel and clothing accessories; not knitted or crocheted,0.0002144660559854631,6.111130530885783e-05,-0.00015335475067660526,-9.224344536774743e-05
United States,Import,57,Carpets and other textile floor coverings,0.0002411965258925724,6.513179513086821e-05,-0.00017606473076170421,-0.000110932935630836
United States,Import,31,Fertilizers,0.0019614448486906565,0.0005348958847107216,-0.0014265489639799349,-0.0008916530792692132
United States,Import,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0.017223952821110406,0.008066883770882346,-0.00915706905022806,-0.0010901852793457137
United States,Import,89,"Ships, boats and floating structures",0.010559114280855693,0.000307091836417832,-0.010252022444437861,-0.00994493060802003
United States,Import,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0.16798803358661105,0.05779833881944175,-0.1101896947671693,-0.05239135594772756
United States,Import,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",,0.0002736019008767496,,
United States,Import,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",,1.8416047972072733e-05,,
United States,Import,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",,1.5585722012518902e-05,,
United States,Import,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",,0.14825876805966784,,
United States,Import,88,"Aircraft, spacecraft, and parts thereof",,0.01943519783179971,,
