typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","41","Raw hides and skins (other than furskins) and leather","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","40670118.774","40670118.774","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","43","Furskins and artificial fur; manufactures thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","129545.843","129545.843","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","45","Cork and articles of cork","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","65892.299","65892.299","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","109830.332","109830.332","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","8381807.25","8381807.25","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","60","Fabrics; knitted or crocheted","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","591001.33","591001.33","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","238521599.092","238521599.092","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","75","Nickel and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","9343617.037","9343617.037","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","78","Lead and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","13928.041","13928.041","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","79","Zinc and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","16892109.813","16892109.813","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","80","Tin; articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","1566.781","1566.781","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","81","Metals; n.e.c., cermets and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","687482.643","687482.643","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","5883908.857","5883908.857","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","99","Commodities not specified according to kind","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","679573.19","679573.19","0","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","110690.047","110690.047","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","114250832.435","114250832.435","4","false","true",
"C","A","20200101","2020","52","2020","699","IND","India","X","Export","156","CHN","China","0","W00","World","H5","HS","true","17","Sugars and sugar confectionery","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","49785900.863","49785900.863","4","false","true",
